Date,tx,transactionfee,blocks,blockreward,gasused,etherprice,hashrate,dailyethburnt
2017-03-09,64266,49768597101768192862,5928,30809.53125,2168001854,17.71,12593.1903,
2017-03-10,65132,55572756428245646413,5953,31027.03125,2244444377,19.13,12622.6645,
2017-03-11,64803,47961429061199038755,6002,31235.46875,2121047668,21.45,12870.7578,
2017-03-12,66646,48529026723026003793,5919,30849.53125,2112935282,23.31,12911.1921,
2017-03-13,81718,76362749610958856557,6040,31613.75,3230713433,28.45,13434.1504,
2017-03-14,77155,74822605774397316786,5961,31214.84375,3113154274,28.58,13255.2329,
2017-03-15,81205,64307989531205615973,5986,31377.65625,2732822658,35.18,13628.7396,
2017-03-16,109950,85398885983425859306,5990,31427.96875,3665163840,45.51,13794.9629,
2017-03-17,106635,88966202597589970086,6046,31841.875,3367447756,44.48,14518.7852,
2017-03-18,89920,60519844564429769441,5991,31482.34375,2680677691,34.0,14696.5419,
2017-03-19,84599,57003510352675362135,5950,30994.53125,2539978136,43.12,13915.1809,
2017-03-20,80264,56949211838891853751,6066,31670.3125,2538286690,42.51,14863.3155,
2017-03-21,84298,64218718934215860189,5957,31016.40625,2722576858,42.67,14561.0448,
2017-03-22,78821,60196470444093515961,6008,31372.34375,2630501522,41.65,14914.7357,
2017-03-23,82434,60999082037629553742,5914,30980.9375,2732317738,43.2,15425.4361,
2017-03-24,87775,73289017898363959002,5913,30840.9375,2802719814,53.19,15334.1063,
2017-03-25,84394,58092453009488053955,5962,31062.8125,2527232365,50.62,15439.4585,
2017-03-26,79534,58104728576066337737,5981,31175.46875,2604354268,50.63,16219.4936,
2017-03-27,94570,77739246066675336706,5951,31002.1875,3525902049,49.06,16894.3097,
2017-03-28,84348,63882073242730655832,5900,30555.46875,2829505044,50.25,16458.957,
2017-03-29,93064,69324984414454722873,5988,31268.28125,3116605361,53.07,17141.823,
2017-03-30,96209,71105132156761807056,5910,30819.84375,3137212539,51.91,17183.9723,
2017-03-31,103102,77400676527541184983,5971,31208.28125,3436349297,49.91,17643.5302,
2017-04-01,80572,57222881358614525490,5926,30850.9375,2573095663,50.6,17342.0731,
2017-04-02,88948,66267082119486013587,5846,30440.78125,2994651161,48.55,17320.8014,
2017-04-03,100221,74784457554753285736,5979,31186.25,3376865972,44.13,16564.8723,
2017-04-04,86279,64979850017955125453,5932,31055.3125,2864503196,44.43,17593.0096,
2017-04-05,87411,68312686048585142155,5986,31235.3125,2984719130,44.9,18094.6996,
2017-04-06,95177,73388622888901059024,5880,30724.375,3183645283,43.23,17967.3505,
2017-04-07,92846,72418987716162087042,5946,31074.53125,3272867342,42.31,18253.0325,
2017-04-08,72144,52327124252717605323,5936,30915.625,2355623725,44.37,18340.2159,
2017-04-09,74557,56805678809269509863,5797,30242.03125,2602180314,43.72,18009.4232,
2017-04-10,75487,63038607924159119657,5758,30037.1875,2760816737,43.74,18072.1973,
2017-04-11,75891,58915272174260117298,5849,30450.46875,2679717515,43.74,18671.3934,
2017-04-12,80347,80688959257184656719,5779,30217.03125,3182442702,46.38,18555.8787,
2017-04-13,84124,61658463320247919047,5798,30339.84375,2759203997,49.97,18205.074,
2017-04-14,81155,62896440047970441193,5908,30989.6875,2852421954,47.32,19833.812,
2017-04-15,74820,57805251362189566336,5721,29998.125,2598033805,48.89,19260.1407,
2017-04-16,70634,55117695420304876232,5820,30507.1875,2501650359,48.22,19591.7831,
2017-04-17,72546,60473297243117476294,5861,30647.5,2751457420,47.94,19889.9768,
2017-04-18,83303,73744781757982656265,5861,30516.71875,3260252456,49.88,20302.3049,
2017-04-19,85734,78396484540516482973,5718,29612.1875,3465363718,47.88,20078.8856,
2017-04-20,85450,71792773958471132024,5859,30422.1875,3408878184,49.36,20288.8866,
2017-04-21,81278,92197365095748269520,5878,30477.34375,3790138031,48.27,20805.2888,
2017-04-22,73539,74920144056745952813,5792,29990.3125,3110233611,48.41,20900.958,
2017-04-23,77073,65089201817934168547,5864,30491.25,3017245471,48.75,21389.0055,
2017-04-24,80531,72979824474233559010,5721,29785.46875,3142866515,49.94,20664.8066,
2017-04-25,93033,78574204734149950966,5897,30757.8125,3587460558,50.09,21582.4498,
2017-04-26,89642,74789723863146608844,5637,29332.1875,3389558270,53.28,21292.624,
2017-04-27,104494,87312690911798304949,5642,29330.0,3855782843,63.14,21617.4059,
2017-04-28,106193,79205968406814731565,5697,29682.03125,3606508681,72.42,22951.0371,
2017-04-29,91335,70202685796309630265,5626,29217.65625,3072854430,69.83,23467.3816,
2017-04-30,95202,78958630274409938318,5648,29368.59375,3369941640,79.83,22938.2706,
2017-05-01,112202,105538214140902750468,5624,29357.5,4407350348,77.53,23205.2792,
2017-05-02,110354,112734602650155709983,5619,29436.40625,4635194345,77.25,23246.7388,
2017-05-03,97334,77313506087378257935,5649,29552.65625,3466927160,80.37,23614.2464,
2017-05-04,114877,92430339962188899806,5649,29426.5625,4146025194,94.55,23265.2011,
2017-05-05,108514,84353306060947063710,5675,29698.90625,3703774549,90.79,24468.9937,
2017-05-06,95014,84364146387450405940,5678,29703.4375,3895528821,94.82,24415.8585,
2017-05-07,106631,105733505802463497814,5718,29880.15625,4383783590,90.46,24862.0244,
2017-05-08,117509,95605963950497591848,5640,29425.9375,4371120763,88.39,24481.3196,
2017-05-09,112933,106666628386381183286,5672,29755.0,4941861347,86.27,25606.8006,
2017-05-10,109673,104904536928794946472,5648,29614.84375,4977215293,87.83,25352.2733,
2017-05-11,117189,109393380226517345851,5702,29734.53125,5037332202,88.2,25792.7606,
2017-05-12,107241,109060373521814527007,5688,29889.6875,5266065050,85.15,26696.7857,
2017-05-13,101332,106923588255083534319,5591,29253.28125,5077306379,87.96,26056.3076,
2017-05-14,101348,106379136617490085093,5402,28217.5,5160924870,88.72,26882.1696,
2017-05-15,122792,132123398807998424151,5401,28462.34375,6301530936,90.32,27814.0407,
2017-05-16,116341,137143767603647301057,5457,28717.96875,6372683499,87.8,28230.111,
2017-05-17,140135,220219437190223988726,5325,27898.90625,7720771554,86.98,26762.9284,
2017-05-18,137409,158498593266697334285,5462,28480.78125,7193965880,95.88,27740.2141,
2017-05-19,161568,173985855405999463465,5424,28381.25,8397664033,124.38,28816.636,
2017-05-20,130912,155579769682160511631,5489,28652.03125,7231434396,123.06,29609.4667,
2017-05-21,149699,160523136917678237399,5437,28654.0625,7608565060,148.0,30501.1451,
2017-05-22,176255,182632419995022108562,5468,28769.21875,8262616027,160.39,31382.7051,
2017-05-23,187121,253728642190640668685,5419,28576.09375,10792046776,169.5,30236.4543,
2017-05-24,187293,272090679309924862059,5427,28644.375,11331763125,193.03,30975.705,
2017-05-25,183010,218689885039393860274,5465,28835.15625,9970769428,177.33,31139.2104,
2017-05-26,169818,206055826499096970874,5492,28967.5,9457379360,162.83,31197.0515,
2017-05-27,149450,182127259991398239639,5439,28771.71875,8220637008,156.63,32153.7231,
2017-05-28,155271,192525514182495551341,5453,28823.28125,8823289197,172.86,31940.9693,
2017-05-29,158547,192624558129615715068,5579,29537.34375,8502914345,194.17,34015.7294,
2017-05-30,193618,319925871867210022750,5581,29819.375,12123850008,228.58,36263.7391,
2017-05-31,214126,634072177123384502093,5412,28748.4375,12807114092,228.64,35309.9381,
2017-06-01,199160,253293470844350260748,5276,28069.375,10585577059,220.7,37244.2449,
2017-06-02,194911,291597841473762166465,5087,26820.625,12488700413,222.04,36298.9273,
2017-06-03,175666,228134695773493974263,5206,27530.15625,10201890636,224.3,37390.2818,
2017-06-04,180136,255713870927989048711,5160,27228.75,10633567472,244.96,38378.7011,
2017-06-05,190305,219924346992173009813,5249,27792.34375,9761889950,247.75,39283.0384,
2017-06-06,200523,265075762618001554521,5208,27481.25,10984663716,264.26,39838.9042,
2017-06-07,207180,277963468698831539697,5239,27770.78125,11557499687,255.77,41466.1245,
2017-06-08,187700,239515279974747434988,5209,27631.25,10261845222,259.41,41827.9352,
2017-06-09,215831,250508480829359775358,5214,27650.0,11058393071,279.11,41762.2012,
2017-06-10,213356,214559641123816452160,5332,28158.75,9841868154,335.95,43934.269,
2017-06-11,240490,313877609552976256933,5246,27926.71875,12661099741,339.68,45025.9063,
2017-06-12,292941,512809391033716073550,5237,28100.625,15111081528,394.66,44971.345,
2017-06-13,280054,294642099271720738321,5272,28276.09375,12308459502,388.09,46524.8904,
2017-06-14,250410,254758374393436684501,5293,28268.75,11460738761,343.84,47653.2451,
2017-06-15,261617,279620592390911684615,5305,28198.75,11866655521,344.68,48524.7456,
2017-06-16,248003,257508486546679467390,5336,28370.9375,11936721304,353.61,49363.4715,
2017-06-17,242022,238660364103388231832,5279,28299.0625,11471789945,368.1,50988.985,
2017-06-18,245957,251896899621616344850,5347,28587.5,12442644327,351.53,51996.5122,
2017-06-19,286209,283021105675980854778,5334,28632.96875,13844965069,358.2,52568.3389,
2017-06-20,308488,720031462996840104983,4967,26709.375,16318742376,350.53,53605.3273,
2017-06-21,221289,913388218754612942675,4898,26150.78125,16194449431,325.3,54107.974,
2017-06-22,284225,684943045550363347105,4944,26533.28125,16900771803,320.97,54738.2538,
2017-06-23,276012,469929450422587102564,4890,26102.5,12816221982,326.85,54340.7602,
2017-06-24,250570,640185604612802012156,4939,26495.0,13618865563,304.54,55696.7824,
2017-06-25,231135,411721489721116955158,4926,26383.125,12409519930,279.36,56394.2575,
2017-06-26,316788,875310976343044060183,4965,26699.0625,13547864341,253.68,58414.4698,
2017-06-27,252995,332032513046042621107,5001,26582.34375,11678415830,286.14,58319.7387,
2017-06-28,274241,773236091502308226955,4961,26642.65625,15232354556,315.86,59928.6376,
2017-06-29,263791,466282393834281680729,5027,27008.90625,14345970753,292.9,61553.5382,
2017-06-30,252652,352344502266064800220,5036,26856.25,13795600568,280.68,61650.5709,
2017-07-01,240465,315744643169712880512,5009,26683.125,12521038121,261.0,62556.7775,
2017-07-02,248617,317468243775909028046,5034,26712.34375,13002683664,283.99,63113.6089,
2017-07-03,302032,425920316211608615127,5052,27131.25,16175176848,276.41,64997.08,
2017-07-04,281465,377047005195524393236,5078,27365.78125,15136378093,269.05,66569.3952,
2017-07-05,271606,409090970890427930293,4985,26760.3125,14865252727,266.0,64822.7346,
2017-07-06,258791,304771433494258564221,5046,26926.5625,13174610768,265.88,65978.5137,
2017-07-07,295389,356293806920488034078,5084,27287.96875,13873012367,240.94,67085.5686,
2017-07-08,248142,360274207471173457420,5087,27066.40625,12858510908,245.67,67464.2959,
2017-07-09,225189,256112816521955829361,5094,26940.78125,10477343982,237.72,68072.3545,
2017-07-10,302633,261598672523810517352,4594,24433.59375,13402974481,205.76,69107.6248,
2017-07-11,291677,287290319403812354449,4520,23968.125,14105413216,190.55,68636.1856,
2017-07-12,283828,330334228770205304780,4509,23937.96875,14232178771,224.15,66929.7884,
2017-07-13,260745,327421879889750126610,4512,23771.5625,14997729804,205.41,67583.3821,
2017-07-14,249381,275880608775512764516,4502,23771.25,12734885135,197.14,66162.8973,
2017-07-15,231961,288040626935104928109,4603,24152.34375,10654024056,169.1,68590.0251,
2017-07-16,249138,276731320514844397884,4575,24009.6875,11266129267,155.42,70207.4606,
2017-07-17,248473,281509048416621247612,4459,23518.28125,11980769662,189.97,66693.2842,
2017-07-18,271055,423677942917870608295,4551,23950.3125,14125844187,227.09,68408.1739,
2017-07-19,270122,324838750477733441948,4637,24483.59375,12131955982,194.41,71183.4584,
2017-07-20,250065,256133190043819893617,4632,24492.8125,11664100238,226.33,73430.2935,
2017-07-21,232560,309641556641903823695,4543,23842.1875,10446514542,216.33,73178.0557,
2017-07-22,205574,224825603323107335009,4649,24307.34375,9524071657,230.47,72967.3365,
2017-07-23,260490,288493997715788616147,4660,24483.28125,11670362240,228.32,75690.2025,
2017-07-24,263095,309440275124323337625,4582,24058.90625,13611993829,225.48,73612.8357,
2017-07-25,242956,355486137729586108109,4686,24692.65625,12380952661,203.59,77165.6725,
2017-07-26,223010,294383920628615754064,4650,24515.0,10833315646,202.88,76836.4143,
2017-07-27,225435,263944245322020525245,4634,24352.65625,10120647777,202.93,75616.4916,
2017-07-28,246494,281982289906320009281,4647,24685.15625,11945897337,191.21,77536.4097,
2017-07-29,198773,204174934595232430698,4683,24492.5,9555608826,206.14,76584.8357,
2017-07-30,206624,208036715301278286531,4704,24717.65625,11830615520,196.78,79028.534,
2017-07-31,250090,231201083913724264420,4535,24058.59375,12631771948,201.33,80870.2609,
2017-08-01,218582,263599401863207269520,4087,21420.46875,12712633763,225.9,80820.0069,
2017-08-02,231068,236995421936534521668,4044,21135.3125,11528446756,218.12,79694.0246,
2017-08-03,236335,236502808745258771848,3976,20966.40625,12302333888,224.39,76659.268,
2017-08-04,257160,220028357885087836001,4040,21305.0,12936116501,220.6,79754.3216,
2017-08-05,261400,236076708761946254889,4034,21187.8125,12932883007,253.09,78990.8015,
2017-08-06,265127,244978437283443120617,4032,21265.625,12563169019,264.56,80020.6258,
2017-08-07,281172,323349086525577669314,4094,21621.5625,13825333409,269.94,82348.3479,
2017-08-08,318866,339083820207351773196,4093,21635.3125,15480719454,296.51,83308.9277,
2017-08-09,280308,268527475016345604111,4113,21729.375,14138834844,295.28,84931.897,
2017-08-10,338241,313147657539911794988,4029,21463.75,15013390317,298.28,83442.1715,
2017-08-11,356682,354162104364810446316,4105,21902.03125,16970909183,309.32,84627.2607,
2017-08-12,338654,344986095505773107330,4113,21920.9375,16866888987,308.02,87270.9302,
2017-08-13,333011,304640582603318902986,4129,22034.6875,16412188461,296.62,87653.9263,
2017-08-14,410061,345515738014742404303,4133,22038.125,19420639505,299.16,89584.3061,
2017-08-15,413246,383745249085415778328,4132,22224.375,22420514846,286.52,90812.4199,
2017-08-16,413624,1168463266334638923884,4166,22565.78125,23252716251,301.38,91289.1473,
2017-08-17,428007,690546642141729588619,4144,22532.96875,22078488852,300.3,92534.9297,
2017-08-18,443356,1018695224863609907914,4136,22310.46875,21706184631,292.62,91777.3051,
2017-08-19,377418,471918343256437655126,4211,22564.375,19220763789,293.02,95425.5042,
2017-08-20,309926,293147791082707541172,4156,22132.5,15896801546,298.2,93281.2322,
2017-08-21,392880,329868824320952789105,4233,22745.78125,17401005729,321.85,95741.8313,
2017-08-22,364727,325350122318110116393,4185,22522.65625,17186834718,313.37,95942.1567,
2017-08-23,374711,315881361228438612338,4216,22610.0,17213958732,317.4,98296.3711,
2017-08-24,352465,322859895183154977415,4184,22531.71875,15605369701,325.28,97228.3329,
2017-08-25,352621,310136759482145446983,3554,18820.78125,14108202514,330.06,95339.2953,
2017-08-26,306268,297916682977333742044,3499,18565.78125,14015346534,332.86,95944.7226,
2017-08-27,324173,275335440066792045568,3514,18635.46875,15001225365,347.88,95506.9876,
2017-08-28,363799,323120549329009327805,3446,18425.46875,16485319187,347.66,92566.5693,
2017-08-29,394649,516170615619647865068,3541,19080.15625,20167518335,372.35,99235.369,
2017-08-30,400220,433380111261617053561,3531,18943.90625,18328764907,383.86,99678.7102,
2017-08-31,384421,737552600750382680364,3473,18766.09375,19022461476,388.33,97955.4642,
2017-09-01,390997,515416187021540248254,3521,18829.375,19038356374,391.42,98985.3654,
2017-09-02,331797,613662115947220532737,3541,18848.125,15951133510,351.03,98883.0465,
2017-09-03,302525,296684543722556240166,3539,18642.03125,14093399641,352.45,98450.1542,
2017-09-04,442592,487767496108771785865,3527,18921.09375,18669548895,303.7,99991.3961,
2017-09-05,444572,615809001055405203097,3559,19101.25,20587720062,317.94,100474.3339,
2017-09-06,496376,770277418637855913270,3510,18888.28125,21850533489,338.92,99614.2702,
2017-09-07,448347,734239584314302559884,3547,19132.65625,21860214702,335.37,101735.9047,
2017-09-08,463670,758749006955942549908,3592,19267.1875,21076267456,306.72,106728.0408,
2017-09-09,383654,441035120382979369503,3561,19035.78125,17994285809,303.79,104087.0767,
2017-09-10,325128,413297569259006079549,3574,18988.75,15867451570,299.21,102462.2609,
2017-09-11,365384,393332823000430979888,3551,18846.09375,17619207471,297.95,102521.0502,
2017-09-12,404898,519977466207659415783,3603,19312.5,19047548800,294.1,108070.1938,
2017-09-13,365679,463058657601601522710,3536,18898.28125,18052205923,275.84,103537.1178,
2017-09-14,380251,408768329593545821126,3599,19289.6875,18330776595,223.14,105590.7742,
2017-09-15,441767,636971536778819209024,3616,19536.40625,20666662769,259.57,109240.2979,
2017-09-16,373764,660859549314408001047,3609,19337.96875,20417940497,254.49,107169.6341,
2017-09-17,289517,371183068103848447609,3630,19222.03125,16461120596,258.4,108004.7306,
2017-09-18,362764,403163138029643864124,3557,19065.0,18065378622,297.53,105851.5969,
2017-09-19,337752,385073423359178467932,3628,19372.96875,18037053711,283.0,108650.3899,
2017-09-20,324984,656834640397105791211,3600,19182.03125,19198494584,283.56,107391.0713,
2017-09-21,317074,325903199025540040684,3645,19336.40625,17557702349,257.77,109411.54,
2017-09-22,271470,306112519401891525774,3001,15743.59375,14989028970,262.94,108415.5019,
2017-09-23,260107,315524338577302959857,2884,15005.78125,14148926235,286.14,103936.501,
2017-09-24,280929,440089694340212251319,2938,15461.40625,15049348283,282.6,106744.3503,
2017-09-25,306614,383148272059298778562,2836,14874.375,15438672580,294.89,101530.2447,
2017-09-26,306075,385775178878301041310,2890,15206.875,17258565559,288.64,102987.1868,
2017-09-27,309047,422710363398752933696,2904,15411.09375,16132176667,309.97,105672.8117,
2017-09-28,329208,370160472356163295798,2856,14997.96875,15969409283,302.77,101865.3038,
2017-09-29,326502,330886157979594145649,2829,14852.5,15903325578,292.58,97747.1226,
2017-09-30,295798,371957481380512611746,2840,14931.40625,15741288840,302.77,97246.8496,
2017-10-01,283871,358613329436254304597,2862,15132.65625,15310702625,303.95,101856.5841,
2017-10-02,306095,356930578828195825541,2842,15089.21875,15476144246,296.81,101498.7153,
2017-10-03,327906,381246395654145484290,2862,15178.4375,16505707600,291.81,101330.3025,
2017-10-04,307399,385387152162937564637,2886,15318.4375,16487207597,291.68,104322.349,
2017-10-05,314808,418983077851950083762,2946,15477.03125,15769323939,294.99,107720.1602,
2017-10-06,319882,437255331091613042088,2848,15024.0625,16237865284,308.33,102813.1953,
2017-10-07,291091,316276345068356551823,2848,15015.15625,14920815678,311.26,100704.8489,
2017-10-08,296829,357347800341582836945,2879,15199.53125,15692320454,309.49,104067.9114,
2017-10-09,328172,379844761748672585299,2882,15208.75,16593181455,296.95,104686.6792,
2017-10-10,349605,417793497545713700015,2915,15484.375,16179450785,298.46,106119.6349,
2017-10-11,344305,938415100756440140153,2915,15499.84375,16118748639,302.86,109279.7021,
2017-10-12,363411,421957034378931247313,2899,15391.5625,16867122755,302.89,105449.0222,
2017-10-13,379136,474904048256685570442,2891,15437.1875,16818042076,336.83,110049.5848,
2017-10-14,332169,398049613885228241262,2887,15317.8125,16796028877,338.81,105135.748,
2017-10-15,328921,386388929966350517732,2925,15580.15625,16839186003,336.58,108556.0976,
2017-10-16,408297,337116475117611492142,4554,16169.5625,21922149733,334.23,112491.5255,
2017-10-17,505611,322847244140186147412,6050,20147.25,23228035407,316.14,114496.653,
2017-10-18,470449,299370944841425492171,6221,20377.40625,21489016601,313.54,113792.9401,
2017-10-19,494184,283929624900779239198,6241,20426.15625,24000639917,307.41,117973.6768,
2017-10-20,546837,491672418413768698430,6237,20475.0,26586311517,303.08,117268.4555,
2017-10-21,462902,230098011400130959809,6229,20143.21875,18071912431,299.55,116687.3756,
2017-10-22,435493,196134800566113227074,6280,20384.25,17476517075,294.03,118870.2012,
2017-10-23,468168,269725566031986148263,6254,20470.40625,22112574421,285.27,117763.0093,
2017-10-24,492288,357095144057030277081,6248,20529.46875,26564339882,296.5,121642.1225,
2017-10-25,460419,290665881547283593322,6176,20218.21875,26309948399,296.35,118684.8641,
2017-10-26,466406,275041131001189840720,6157,20198.15625,25792258901,295.54,114761.8238,
2017-10-27,486147,297455543733301559684,6229,20471.25,26465608457,296.36,117091.7153,
2017-10-28,484554,241167628141156534205,6240,20445.375,24238961845,293.35,118629.8189,
2017-10-29,494176,242546692538610440351,6194,20288.8125,24746206086,304.04,117105.7539,
2017-10-30,532626,295610197213806392153,6072,20098.59375,26614306113,306.8,115204.0015,
2017-10-31,519906,330604031180157843579,6275,20636.4375,29533828429,303.64,119297.9707,
2017-11-01,527783,370465694941201541908,6142,20228.34375,29424380755,289.42,120477.0125,
2017-11-02,529277,373864831846244436703,6144,20296.78125,29711567693,284.92,115774.5028,
2017-11-03,485790,278695734082719853906,6208,20309.4375,27474314374,304.51,113706.9239,
2017-11-04,398758,212077525073945084800,6196,20188.3125,21376023145,300.04,111929.8264,
2017-11-05,417102,199749040549872532881,6299,20592.46875,18773996019,296.23,117028.67,
2017-11-06,511663,268798303897472240931,6199,20240.625,21153932849,296.82,114621.414,
2017-11-07,470418,315044497913178252633,6211,20413.78125,22865503353,291.84,113925.2212,
2017-11-08,480413,379928853676412657103,6236,20252.90625,23449784813,307.35,116144.1465,
2017-11-09,467172,324913774650554876182,6195,20313.09375,24998074107,319.66,114107.822,
2017-11-10,457427,291688738911173226248,6300,20526.84375,23709873840,296.86,115773.7593,
2017-11-11,394378,232953762073343777781,6267,20418.28125,22677610504,314.23,115718.414,
2017-11-12,434380,297799562429250626367,6245,20210.71875,22925780729,306.02,118263.4894,
2017-11-13,443176,309385435142584601652,6225,20421.1875,24529577479,314.6,117469.6839,
2017-11-14,475984,335979527230492319770,6122,20050.03125,25946874938,334.72,114709.874,
2017-11-15,540593,412662550358806354474,6237,20493.5625,27301153015,331.2,115382.9053,
2017-11-16,491482,353507082797256439997,6154,20222.53125,25488120832,330.32,111657.6225,
2017-11-17,508590,373486764295050208400,6235,20364.0,26784225318,331.72,112630.8165,
2017-11-18,459679,255609620533126714339,6215,20331.9375,24532718494,346.65,111516.8425,
2017-11-19,464563,282287107555640355383,6266,20422.78125,23975090718,354.6,112980.6417,
2017-11-20,530141,371508144057564609180,6176,20408.34375,26027982305,367.71,120188.5528,
2017-11-21,524044,363885755271037885352,6174,20394.0,25906539931,360.52,118772.9291,
2017-11-22,546489,365489233899613082003,6242,20504.4375,26017543726,380.84,118382.3196,
2017-11-23,537068,363134860953734755188,6190,20347.40625,26725364867,406.57,122161.9842,
2017-11-24,525529,312003080397651703733,6234,20413.125,26317732352,470.43,124844.7158,
2017-11-25,561166,289454952242473202889,6201,20315.0625,27394849746,464.61,125309.3717,
2017-11-26,542484,355108567824283180979,6169,20360.8125,27674135132,470.54,125187.293,
2017-11-27,608695,369147153812364788224,6086,20271.75,30599511959,475.24,123438.9985,
2017-11-28,638989,423203743142495619496,6094,20309.625,30288687055,466.27,121376.5047,
2017-11-29,663579,444283457464524015736,6108,20425.03125,29519996063,427.42,123404.9935,
2017-11-30,655457,423152742251986989286,6151,20416.125,28880894729,434.85,124830.2891,
2017-12-01,622720,416073298110365404963,6127,20476.6875,31811531693,461.58,125492.702,
2017-12-02,627785,344504596509460534102,6053,20205.1875,30183667434,457.96,125605.2762,
2017-12-03,693808,407152401006737587746,6029,20336.53125,33003047721,462.81,121828.5383,
2017-12-04,701834,804106265031308025828,5671,20428.21875,34887121288,466.93,125869.5928,
2017-12-05,693090,1183244508785510964674,5588,20636.8125,35038771633,453.96,123432.1491,
2017-12-06,791746,1540650625445084623316,5473,20641.21875,33872524569,422.48,123628.5175,
2017-12-07,659068,2239289048257415314301,5798,20906.25,37125990058,421.15,125209.8857,
2017-12-08,766411,2315319813038268483611,5803,20433.09375,37650148331,451.74,127322.6374,
2017-12-09,707223,2126409907856437936899,5813,20563.875,38152909553,472.86,128300.9697,
2017-12-10,716575,1918268034586957233054,5781,20392.3125,41534619670,436.49,126733.7869,
2017-12-11,828899,1531823683897428234440,5749,20329.5,42190609044,513.29,128336.6496,
2017-12-12,872340,1559061195386161064344,5715,20573.53125,42534383833,656.52,128931.8969,
2017-12-13,909631,1445285300110460015050,5659,20606.34375,41625003479,699.09,134096.1365,
2017-12-14,942559,1714108152765139506274,5694,20785.40625,43964305213,693.58,137629.7703,
2017-12-15,904346,1455136989419773656257,5800,20829.84375,42607604617,684.27,143758.2604,
2017-12-16,899857,1468251250874386601879,5775,20384.25,42279195527,692.83,141945.8652,
2017-12-17,876574,1172634385789492918491,5781,20345.0625,41694276203,717.71,142954.4584,
2017-12-18,984021,1161928901998859936251,5781,20563.59375,43186977264,785.99,147283.4924,
2017-12-19,1092234,1487482223271253497606,5604,20629.5,43342615632,812.5,144785.8066,
2017-12-20,986104,1731489837131818457918,5571,20631.375,41579518582,799.17,143787.1073,
2017-12-21,1072665,1760206790598993545127,5570,20414.8125,42822071285,789.39,143918.9673,
2017-12-22,1103523,1640148074105191531634,5652,20571.28125,42339693488,657.83,143237.655,
2017-12-23,918881,1207059669915191950275,5947,20835.28125,41686739250,700.44,149570.4924,
2017-12-24,758234,1024106049881333511770,5981,20504.15625,39798116384,675.91,148933.7151,
2017-12-25,752361,756767674900850093881,6032,20446.875,36883633123,723.14,150660.6855,
2017-12-26,813510,743062865870104083046,5992,20383.6875,38712289894,753.4,151469.2196,
2017-12-27,912752,826181804792266254427,5966,20533.125,41512701145,739.94,152530.5011,
2017-12-28,949503,832962895657955295053,5889,20434.125,41331549758,716.69,156618.8488,
2017-12-29,1090191,1007437081367732117113,5786,20465.34375,43383854091,739.6,153605.9851,
2017-12-30,1136659,972744759532174412944,5773,20543.34375,41534605727,692.99,154787.985,
2017-12-31,946981,871221521887439749223,5907,20457.375,40470099836,741.13,156919.1805,
2018-01-01,908945,768440906472796546663,5926,20621.34375,39876127062,756.2,159441.8475,
2018-01-02,1153936,1053030166302171967008,5750,20561.0625,42671435301,861.97,159057.5377,
2018-01-03,1238030,1240294973186690265044,5540,20599.21875,41794056176,941.1,158805.4552,
2018-01-04,1349890,1483652748503626565947,5454,20965.875,41332879147,944.83,162473.4175,
2018-01-05,1271577,3180856480067084558974,5341,20914.875,40379621205,967.13,166391.1687,
2018-01-06,1226417,3641860337658125648608,5416,20951.15625,41149583911,1006.41,163074.7937,
2018-01-07,1152722,2910382039958150507638,5528,21177.9375,42259801663,1117.75,169010.8826,
2018-01-08,1215473,2944304860478386967518,5408,20603.4375,41554528829,1136.11,168775.8944,
2018-01-09,1256240,3091626897023070047120,5377,20735.8125,40838021653,1289.24,170785.6861,
2018-01-10,1177685,3696646401950231053728,5415,21081.9375,41211834716,1248.99,174332.6871,
2018-01-11,1173965,3132478755097157400066,5430,21033.28125,40874997008,1139.32,179701.776,
2018-01-12,1118757,2324709275834572294888,5419,20915.25,41302749226,1261.03,180394.1239,
2018-01-13,1179321,2411655583204587588153,5394,20683.21875,41404605848,1385.02,181051.4051,
2018-01-14,1081593,2236838275781156726667,5625,21026.25,42756086884,1359.48,185408.671,
2018-01-15,1206420,2227026797607142171525,5424,20409.375,42043952117,1278.69,181636.7811,
2018-01-16,1277936,2229811909529915579757,5522,20889.46875,42377287097,1050.26,187122.9824,
2018-01-17,1277083,2069225744436101247921,5572,20841.375,42082782990,1024.69,191023.8179,
2018-01-18,1205184,2153066738944201191986,5569,20557.3125,42002307855,1012.97,189281.4868,
2018-01-19,1043257,1866326524035499619292,5685,20630.4375,40650250975,1037.36,188933.6732,
2018-01-20,984489,1776831019809789468505,5873,20760.9375,42221424863,1150.5,196739.0047,
2018-01-21,1006530,1323960385411046834611,5810,20274.65625,41120535667,1049.09,192489.0949,
2018-01-22,972911,1196762656913288027486,5883,20566.875,42384341493,999.64,197018.312,
2018-01-23,928494,1439104280078006556759,5898,20486.0625,42585249220,984.47,196608.2455,
2018-01-24,913668,1292593054752972467299,5961,20575.40625,41116424115,1061.78,201694.5298,
2018-01-25,788515,1058460297722427697956,5910,20339.4375,38694327499,1046.37,203394.4979,
2018-01-26,953429,958758910850724263282,5910,20401.03125,40325654323,1048.58,203454.7751,
2018-01-27,831992,816463979895030220521,6004,20421.1875,36907616933,1109.08,202106.5578,
