Date,tx,transactionfee,blocks,blockreward,gasused,etherprice,hashrate,dailyethburnt
2018-12-10,555379,403892043473644757282,6176,20030.34375,36021573269,90.7,184534.788,
2018-12-11,536006,384964808114039552433,5984,19357.3125,35585775449,88.05,177759.9197,
2018-12-12,533920,368945919812818128543,6076,19606.3125,35633103181,90.52,172754.9686,
2018-12-13,565689,437247037292592915322,6097,19764.375,36378262445,86.39,171179.1852,
2018-12-14,567306,588277859725656303914,6014,19412.71875,35301553719,83.9,167959.6613,
2018-12-15,551916,338956378037708801113,6115,19813.78125,36402769541,84.27,171971.1573,
2018-12-16,516697,308824910558606498143,6039,19526.25,35819776292,85.39,169448.7942,
2018-12-17,570051,392573941793933054058,5891,19068.1875,36051418221,95.44,166783.1153,
2018-12-18,556320,662092734762285654068,5861,18865.96875,36527372942,102.44,163361.85,
2018-12-19,597824,449879208549469833975,5849,18796.125,36762367264,100.63,165252.0656,
2018-12-20,602429,445506843822990396324,5853,18806.4375,37023946256,116.43,164235.7302,
2018-12-21,606526,425336553594689231464,5837,18829.59375,36552504498,109.44,166137.2784,
2018-12-22,495551,325711436260078112902,5925,19038.46875,34836369241,118.36,168323.7647,
2018-12-23,543655,362013363614298419335,5865,18869.4375,35278772565,131.56,169348.9776,
2018-12-24,615551,440597499624697307112,5927,19045.03125,36861433769,140.87,177137.159,
2018-12-25,535001,439259911857001361596,5967,19079.4375,37583083400,130.99,182556.3271,
2018-12-26,560047,507345486769805978472,5961,19244.4375,36661738118,132.61,189689.6534,
2018-12-27,548411,339147494718641605472,5893,18935.8125,35126659397,116.72,184499.9643,
2018-12-28,572189,363677404643995579445,5907,18980.15625,36116056243,139.73,181452.6836,
2018-12-29,543746,321054114810000126316,5960,19155.375,35134737753,137.3,182108.4782,
2018-12-30,460395,565477700838924990042,5886,18847.40625,37035235634,141.33,183085.9828,
2018-12-31,522040,332253314414284740646,5921,19002.75,35111827402,133.49,185526.8826,
2019-01-01,448168,302739537213961366665,5871,18715.875,32962591808,142.66,174844.3888,
2019-01-02,589959,346532897063818854983,5931,19119.65625,35364525440,156.57,180873.7589,
2019-01-03,596620,328042378432819286963,5580,17933.25,33987627591,149.44,181264.0069,
2019-01-04,549398,360324446393286398925,5554,17831.90625,33754357918,156.04,180399.7742,
2019-01-05,511189,494482682356201364537,5620,18024.75,32335694087,156.23,185468.098,
2019-01-06,487372,299719298954601199255,5585,17804.71875,30112976964,158.61,187186.1718,
2019-01-07,550964,336386276076144607916,5610,18041.625,31915860028,152.09,190298.3768,
2019-01-08,553367,312987854562483486137,5562,17777.90625,31137208059,151.1,184981.6534,
2019-01-09,558847,299297944411376185443,5610,18022.5,31279267451,151.17,190211.5117,
2019-01-10,582839,365211038358386835825,5568,17846.8125,32195149893,127.96,186276.7852,
2019-01-11,541838,331239542254620495149,5566,17797.59375,33318084869,127.16,186790.9227,
2019-01-12,452707,247106865676666096926,5541,17700.75,29702483987,125.83,181093.0092,
2019-01-13,481347,266113479699730690514,5635,17955.09375,29548320450,116.56,182569.7794,
2019-01-14,577239,507872339114360751365,5629,18008.90625,33474170588,129.74,184943.4647,
2019-01-15,539896,422730695158028090755,5619,17920.40625,31544999460,121.22,188708.0399,
2019-01-16,507687,432116690900256174461,5528,17603.8125,32162670591,123.12,179529.688,
2019-01-17,517082,329717908848041742544,5561,17706.75,30901966019,123.72,177700.9741,
2019-01-18,538899,369655289327656361488,5619,17790.09375,31952137313,120.57,177754.3264,
2019-01-19,539125,331148399674983334736,5683,18009.5625,33878498386,124.85,184503.3671,
2019-01-20,537705,307155158943065966111,5599,17764.21875,33077247331,118.41,184550.3414,
2019-01-21,582751,355567770948864793887,5094,16141.125,33763981311,116.72,178144.598,
2019-01-22,605558,486430933579930360652,5072,16084.78125,34637145295,119.12,180021.9752,
2019-01-23,533819,344272988736522526263,4991,15760.96875,31630703208,117.57,168483.6724,
2019-01-24,520130,355082550363273442074,5086,16077.84375,31679636794,117.7,175286.5866,
2019-01-25,504903,324854362609841847534,5106,16080.09375,30938949942,115.92,175620.0016,
2019-01-26,464380,272380801670358402250,5055,16004.53125,33241053039,116.33,170993.5618,
2019-01-27,488814,270240948917686816983,5013,15846.1875,31494607522,112.27,168650.5178,
2019-01-28,568564,373145072759703378718,4884,15416.71875,33400327582,106.36,155983.8223,
2019-01-29,566026,328592828298564949645,4870,15463.78125,32867605159,104.75,146880.6219,
2019-01-30,555347,351008388598170895662,4949,15555.375,32975674787,109.04,145301.9116,
2019-01-31,517057,390385914443765396944,4931,15653.4375,35261654580,106.89,150028.8135,
2019-02-01,498856,358558440870590355682,4848,15300.65625,32761450415,107.03,143116.014,
2019-02-02,450314,286886084685869906669,4935,15611.625,30168904532,111.0,143036.2313,
2019-02-03,424378,253716463007827151947,4858,15226.125,28022576836,107.21,139150.9121,
2019-02-04,416394,266902415697067157420,4938,15394.6875,28109457360,106.9,141058.0782,
2019-02-05,414815,269822520562289946328,4900,15418.78125,27984580259,106.93,141593.6815,
2019-02-06,429065,283658211099938063379,4892,15302.34375,28696360299,104.5,139435.1741,
2019-02-07,428676,302806479808971009116,4918,15398.625,29441176225,104.3,139449.921,
2019-02-08,471952,327477084042987710456,4923,15471.28125,30304669218,119.49,142467.7242,
2019-02-09,417129,292293379769382648583,4900,15347.0625,29701599787,119.46,141162.9802,
2019-02-10,381151,274093901616766678939,4298,13370.34375,26786193364,125.58,145132.8832,
2019-02-11,429007,321220211172266267345,4195,13131.09375,27611571189,120.76,142235.6399,
2019-02-12,438111,316690456317758054112,4273,13363.78125,28573833622,122.63,147544.2715,
2019-02-13,491354,356530882013252836379,4169,13057.5,29584055361,122.31,142540.4061,
2019-02-14,474782,395493345569882368450,4166,13080.84375,29051955302,120.85,140337.5751,
2019-02-15,468599,408342429404100591967,4158,13063.96875,30180437810,122.02,139939.2522,
2019-02-16,454309,360428548152031351776,4224,13281.46875,29978364164,123.26,144000.9622,
2019-02-17,447945,358455770384085746798,4139,12989.34375,29860882794,134.28,140520.5263,
2019-02-18,512455,491581844803940598850,4196,13297.78125,31150438004,146.53,144791.9973,
2019-02-19,533602,4475319097090383139395,4288,13532.71875,31990800940,144.4,154063.7497,
2019-02-20,530268,465034300622835283572,4242,13417.21875,31658564437,149.23,152931.5965,
2019-02-21,544817,449925097909843539379,4252,13339.6875,32160208363,146.36,152031.7369,
2019-02-22,530839,426472235177110008375,4238,13292.0625,31958692019,149.04,150079.7621,
2019-02-23,476225,385480492211673279488,4353,13651.96875,31537207542,159.48,159998.9286,
2019-02-24,540201,465383188180238334540,4254,13358.15625,31412524215,133.42,156160.2762,
2019-02-25,573756,523629388293064313163,4238,13371.65625,32472793305,139.02,154106.7468,
2019-02-26,553925,525221598273230275303,4281,13520.71875,32859962542,137.12,156426.1998,
2019-02-27,539516,477562144158920547929,4281,13511.4375,32657440136,135.94,156143.051,
2019-02-28,541458,545141762162356907132,4366,12954.84375,33081119561,136.29,157689.3983,
2019-03-01,547622,392654013456279247797,5994,12869.625,39420363698,136.15,153097.6788,
2019-03-02,526912,357899072965514623856,6402,13636.625,38528471339,133.81,153058.8872,
2019-03-03,492382,331573277122642774666,6379,13597.1875,36141033693,131.21,151531.1136,
2019-03-04,620211,428588539290381891615,6384,13644.0,41736878876,126.43,150458.7982,
2019-03-05,598085,429962432665709671021,6429,13752.875,39881457026,137.93,152786.6159,
2019-03-06,578932,414372122158229969610,6399,13565.8125,37720064716,138.49,151340.1074,
2019-03-07,572685,411223761509560527840,6438,13672.0,37630699661,137.65,151877.0796,
2019-03-08,562361,406061047726417003005,6388,13621.0,38737885031,134.42,153458.7686,
2019-03-09,555854,361402119260147602718,6380,13530.5,38202661271,138.24,148650.1467,
2019-03-10,484038,314318252011768066034,6513,13844.625,36152691073,136.36,152288.5413,
2019-03-11,536412,349931231231276341289,6389,13514.3125,38854223598,133.54,148706.84,
2019-03-12,564306,356544298928265462490,6453,13659.25,38972844083,134.37,147963.0717,
2019-03-13,573281,347070014237762076081,6399,13587.8125,41098614057,132.93,146450.3292,
2019-03-14,573828,322992076778141001808,6422,13623.3125,40305717005,132.89,147584.477,
2019-03-15,553012,331674074077323555258,6424,13557.0625,39674989959,137.63,147372.303,
2019-03-16,504183,273071194585700897424,6511,13815.5625,37614470302,141.68,153072.7414,
2019-03-17,494872,310670660159560007074,6415,13570.75,36580109837,139.74,150878.2844,
2019-03-18,573940,2581240509092469417403,6368,13480.4375,42577612070,138.5,148627.3403,
2019-03-19,635940,432020125826984510994,6416,13620.75,42575768618,139.46,144234.0276,
2019-03-20,630313,390605270020161648562,6475,13756.0,42081771829,140.22,150209.6171,
2019-03-21,618318,566026478143193297982,6372,13582.5,45894918369,135.61,148069.7725,
2019-03-22,628700,461516868615039952783,6409,13610.0,43152039321,136.76,146786.862,
2019-03-23,561778,349002557102773291591,6431,13716.0,39695293453,137.74,147430.1559,
2019-03-24,549073,347354485300581728516,6432,13627.25,39231359540,136.21,147221.5813,
2019-03-25,648670,438341073940888850436,6429,13631.375,41444947656,133.96,147020.8267,
2019-03-26,629010,456064755704559715762,6358,13553.8125,41958099117,134.29,142510.2071,
2019-03-27,625948,501636086284764646809,6458,13736.0625,42940357362,140.23,141617.4885,
2019-03-28,634367,434039074008423563347,6373,13598.375,40811638961,138.39,141422.8001,
2019-03-29,640352,488682081683830539758,6369,13538.9375,45327181927,144.41,141987.9888,
2019-03-30,667967,383162137229206799622,6371,13591.3125,43858855701,143.29,136800.333,
2019-03-31,646230,391446841416616309597,6417,13659.1875,44736287837,142.4,137794.0603,
2019-04-01,687574,489840583362310187192,6420,13696.5625,44030984417,141.85,145052.8084,
2019-04-02,758900,563939199619268482049,6357,13619.8125,44877692527,164.93,143434.3513,
2019-04-03,746605,666422049032731538909,6336,13551.9375,45894954167,161.18,142099.9699,
2019-04-04,673520,505040702815719330288,6406,13731.1875,42149491093,158.07,146678.0654,
2019-04-05,621924,393319036376341412584,6427,13640.5625,38726714169,166.39,145454.2284,
2019-04-06,559039,344123749928134284702,6452,13608.8125,37417754638,166.28,146623.543,
2019-04-07,572886,352488614210273132326,6476,13676.6875,36566101424,175.57,145749.6505,
2019-04-08,668000,449945245196768405204,6441,13718.75,42220874038,181.06,146577.5911,
2019-04-09,656914,397350785497714924062,6430,13632.75,39688384813,176.3,147734.0918,
2019-04-10,674070,542728767089340546335,6455,13731.0625,43345835713,177.39,151042.7971,
2019-04-11,729032,463796051783452031061,6384,13565.5,44470427909,165.24,150418.3563,
2019-04-12,694793,404613992119429495458,6420,13586.0,40916157239,164.56,149367.7831,
2019-04-13,614291,332295175279968290654,6483,13699.6875,37391327889,164.53,152091.1421,
2019-04-14,551055,310354655847063528665,6422,13637.5625,37321591275,168.68,153896.4586,
2019-04-15,622058,354372094255897745475,6443,13709.1875,41931360165,160.3,154386.8729,
2019-04-16,656461,412885718539057725579,6408,13659.3125,45078468225,166.9,151780.8453,
2019-04-17,681896,433035932405946208491,6381,13573.9375,42254922636,167.02,148013.0854,
2019-04-18,697650,450457669311787909098,6406,13597.9375,43956683963,174.6,147588.2697,
2019-04-19,693183,372532128951198165919,6449,13700.3125,40298095179,174.13,150842.0119,
2019-04-20,686824,291326612628380136593,6370,13612.5625,38722063179,173.96,149431.5319,
2019-04-21,631190,311141004726166221685,6462,13721.875,41490054924,170.3,150581.2768,
2019-04-22,719306,360044816999621679915,6429,13653.0625,41747056633,171.9,152211.0941,
2019-04-23,729268,389700714467281574379,6296,13539.875,42439955078,170.66,150491.558,
2019-04-24,668917,368622649678479680899,6392,13601.25,41123651051,166.05,147605.7983,
2019-04-25,680812,318585453870780360643,6466,13684.375,39121900618,152.99,148047.3709,
2019-04-26,661061,407862070775423498577,6453,13756.6875,40518820309,156.45,148934.0643,
2019-04-27,562687,263999822988733953846,6476,13689.125,34658137362,158.36,151569.4474,
2019-04-28,593482,276424986178433571731,6389,13599.5625,37227949798,158.05,150065.793,
2019-04-29,628989,308482304567180649111,6452,13681.125,38573360303,156.69,152499.316,
2019-04-30,707771,332816971546389787296,6412,13648.75,42019403750,164.39,154027.76,
2019-05-01,703790,347049120102901137716,6465,13689.125,41038897810,161.42,153722.9371,
2019-05-02,626308,779257986582213198815,6442,13644.5625,45131761398,161.29,152292.7053,
2019-05-03,670882,377235369434260399978,6341,13482.4375,41255547454,168.24,149734.1014,
2019-05-04,623395,312588271054328781893,6530,13829.25,38682539142,163.61,157316.5166,
2019-05-05,637464,322436433955546726846,6386,13635.375,39705294286,163.94,156285.5768,
2019-05-06,706135,394664474888322227637,6359,13567.8125,45208594840,173.7,152371.8572,
2019-05-07,658146,469331553361572710395,6395,13621.5625,49103013450,168.59,155268.599,
2019-05-08,686996,396119251758526817925,6336,13574.875,45504951018,171.42,153710.6,
2019-05-09,718440,385012315730408105340,6364,13610.375,44872105890,170.86,154275.3123,
2019-05-10,736762,428289673154478738585,6439,13729.0625,45379669435,172.5,154745.8825,
2019-05-11,742337,364548831687808886783,6396,13592.875,43750021377,192.44,155036.8502,
2019-05-12,715827,363428942254162141747,6441,13688.8125,42436007310,188.14,157778.9209,
2019-05-13,758695,469420814572339215109,6360,13554.4375,44218548709,195.83,155740.5065,
2019-05-14,830785,529145568702743526459,6470,13719.3125,47844313875,217.16,160908.952,
2019-05-15,847606,661284199725175397547,6470,13742.6875,48894301884,248.64,162979.116,
2019-05-16,908208,907415080283009927083,6342,13578.0625,48029862890,264.47,161412.0335,
2019-05-17,810320,740510659253388817640,6439,13784.0625,48547285772,244.84,170929.3098,
2019-05-18,735420,557079293089372770521,6402,13571.125,48021098995,233.96,171711.2012,
2019-05-19,752431,481723832745491257591,6386,13589.8125,45914348177,260.9,168230.642,
2019-05-20,860161,567687031982250890155,6349,13504.25,46419904661,252.1,165541.0784,
2019-05-21,812799,465357809709244166183,6339,13515.1875,46743327954,254.94,163076.6483,
2019-05-22,873384,640879756465209679670,6401,13660.0625,47046123182,243.46,164945.575,
2019-05-23,846724,552521722338055158730,6329,13535.3125,46998393744,245.6,162420.2795,
2019-05-24,904057,596560455100532398784,6392,13599.6875,46180187015,249.61,159701.1251,
2019-05-25,839949,444604120351161052526,6526,13768.375,44798872647,251.49,162225.7339,
2019-05-26,763094,359586246278930226406,6428,13652.5625,42512386843,268.26,161032.7064,
2019-05-27,941733,616238235263269363943,6393,13584.4375,47388421901,271.83,165801.474,
2019-05-28,910535,598339885072559692453,6342,13509.5625,46676642604,271.45,161367.1711,
2019-05-29,947509,665451469598683074483,6536,13842.5625,49364278740,269.6,171496.9579,
2019-05-30,891907,693342959867740120128,6301,13393.5,46363763067,254.45,168020.9482,
2019-05-31,870676,621670157095932194653,6476,13752.3125,47333735726,267.42,169060.8842,
2019-06-01,956751,597692901645776238987,6366,13633.875,47362841756,264.71,169032.1384,
2019-06-02,890894,421116951518706531932,6386,13533.25,44724085449,269.31,170485.9048,
2019-06-03,889067,530903657384092281488,6322,13498.6875,46339809679,249.61,163195.0397,
2019-06-04,891955,538360868865038713044,6401,13570.375,46829722033,241.1,164488.7217,
2019-06-05,799392,517528171914267558469,6398,13664.25,45891214202,246.16,162120.4283,
2019-06-06,824817,489340277278434931048,6452,13699.9375,47440519793,249.43,168419.0153,
2019-06-07,758454,453830995374378551916,6345,13513.375,44725474230,249.54,167649.4198,
2019-06-08,992653,722150219466950302144,6337,13481.3125,46050070622,244.4,163030.2239,
2019-06-09,715741,350745638782078907313,6368,13495.0625,44396234970,231.43,159778.6588,
2019-06-10,963694,767522840951009755620,6447,13756.1875,46980076087,247.96,163745.7268,
2019-06-11,930038,597194272175050343008,6392,13558.0,47375191771,245.16,161584.9525,
2019-06-12,860682,387462395878498020869,6372,13573.75,46666159224,263.05,161245.1261,
2019-06-13,749758,393640417610607208214,6417,13570.1875,46509414778,255.09,158745.7391,
2019-06-14,825364,509056145446256739767,6410,13623.625,46682769815,263.76,159829.0172,
2019-06-15,938952,650059710585365275566,6368,13597.875,46366210294,269.22,160137.3641,
2019-06-16,888979,387647440116860303569,6436,13694.25,44496676798,268.53,160811.7646,
2019-06-17,944094,720796944870326124481,6380,13639.125,46712422394,273.92,161713.7849,
2019-06-18,850016,486262833775060922494,6369,13474.0,46829908104,264.51,160000.6762,
2019-06-19,886054,568027638809633672231,6397,13566.25,47122430639,269.01,163011.8685,
2019-06-20,985024,777395717441240846707,6397,13629.5,47206516738,272.21,162069.9412,
2019-06-21,777627,409162890399560102257,6332,13467.75,43173945070,296.03,159418.4325,
2019-06-22,758133,383761417486020232167,6457,13702.5,42055164362,309.41,159827.2427,
2019-06-23,773499,402142929856901067817,6400,13658.625,41291651320,307.37,162318.9054,
2019-06-24,809637,479551355699422562429,6436,13681.6875,43949440958,311.22,166178.5326,
2019-06-25,932194,720566889050071667296,6422,13640.75,46413301200,316.53,167034.8124,
2019-06-26,848601,703805023221904307741,6421,13668.8125,48242921157,333.76,174451.6268,
2019-06-27,814118,773847825111018023901,6386,13592.5,48078566713,294.07,172580.466,
2019-06-28,1004170,752316174743894526583,6395,13639.6875,47245159451,309.37,169995.0119,
2019-06-29,733337,480848501071818870416,6433,13631.375,39003892119,317.32,174666.3416,
2019-06-30,685958,471733301731478950957,6426,13635.0625,38256789901,290.15,174456.9459,
2019-07-01,951985,783261353958772595828,6434,13612.875,45307646635,294.17,172460.4335,
2019-07-02,895054,586406619538677221495,6407,13639.0,45784618464,291.61,175169.9131,
2019-07-03,753227,417480016325382126039,6397,13548.0,44953815609,302.17,169411.2432,
2019-07-04,747514,378309812399594068277,6411,13630.5625,41952762977,283.1,168938.6016,
2019-07-05,849080,520894479312113491083,6379,13527.875,42715588995,287.9,169048.8549,
2019-07-06,754040,458957922609819633645,6483,13784.375,42335203891,287.98,174383.7818,
2019-07-07,582067,292500517738876276151,6482,13692.0625,38243194614,306.43,171995.4145,
2019-07-08,809796,533539068475715204569,6419,13661.8125,43061046372,313.34,170731.7849,
2019-07-09,771955,442101563412205136815,6453,13672.625,43445070569,307.89,174574.869,
2019-07-10,736096,375450974091071049651,6398,13615.125,41370585703,288.64,175227.6061,
2019-07-11,975288,731771198653946513165,6436,13685.125,46059938470,268.56,179304.7615,
2019-07-12,726392,422040523332082899757,6339,13494.625,42144057433,275.41,179359.1291,
2019-07-13,587283,310646839328341007799,6438,13651.4375,35740368392,268.94,178738.4731,
2019-07-14,613490,405898060718156365986,6525,13781.1875,39643225171,226.16,182054.5074,
2019-07-15,743294,497647511036428430858,6346,13502.25,44732959212,228.14,180056.646,
2019-07-16,1003278,1016430910246850293020,6318,13545.625,46872912292,198.71,174846.4557,
2019-07-17,830029,740726374878252800373,6381,13648.0625,45839158146,211.29,179646.5336,
2019-07-18,667874,378335949684812136601,6478,13704.75,42200475154,226.09,179801.3623,
2019-07-19,815548,598178411916682456372,6364,13484.1875,42503784373,221.28,173673.0553,
2019-07-20,584085,287871159164884497206,6504,13706.375,37385012405,228.71,177854.7534,
2019-07-21,522416,273519755709476961263,6403,13486.5,34552918086,225.4,173257.495,
2019-07-22,640666,318683400911392741198,6481,13668.25,37882509038,217.22,172778.6891,
2019-07-23,606795,347101450183944460145,6477,13665.0625,37709699473,212.21,175478.344,
2019-07-24,907213,736252411544568407805,6436,13663.6875,44545540143,216.66,176912.3762,
2019-07-25,949864,726772894122951989460,6358,13560.8125,46406253490,219.41,175360.1291,
2019-07-26,640260,360854794329333926621,6451,13670.5625,42026126081,219.23,174397.9111,
2019-07-27,577697,335070288414844272366,6477,13681.0625,41331053427,219.85,179382.5403,
2019-07-28,572697,261507477742059137255,6458,13564.5625,41079658842,211.15,176411.9848,
2019-07-29,676990,348035384126405658475,6379,13489.625,41064971548,211.52,175646.1396,
2019-07-30,715782,380940767996535594452,6502,13744.1875,42665278458,209.82,180307.3545,
2019-07-31,684284,409461194940422528302,6405,13522.5625,44134304019,218.7,174941.351,
2019-08-01,877643,706762330574441806607,6343,13531.875,45737780746,217.51,173228.7337,
2019-08-02,768312,492173487024379538607,6511,13777.1875,43475084335,217.7,176081.4457,
2019-08-03,783492,574254800738530972951,6472,13675.0625,42613281734,217.73,178405.7882,
2019-08-04,569134,262589046260636185493,6435,13597.8125,39792864287,222.7,180738.4185,
2019-08-05,718438,367298889386145193628,6445,13648.5625,43510175696,233.19,183235.7199,
2019-08-06,732052,399677392359270152381,6450,13602.5,46802710127,228.7,182823.2826,
2019-08-07,742477,372357085104384855877,6482,13690.3125,45632237357,225.99,184308.3472,
2019-08-08,692736,390582468011035092924,6384,13520.9375,44510800538,221.18,182923.0343,
2019-08-09,721762,411540538046807360326,6420,13540.125,43062666206,210.47,181114.8757,
2019-08-10,630929,321574615003184185734,6496,13730.8125,40025574152,206.26,186207.4469,
2019-08-11,582507,287094948965910305999,6423,13533.6875,38876611860,216.39,181715.4689,
2019-08-12,712949,379614137912085464028,6484,13679.125,42552930746,211.28,184513.6914,
2019-08-13,698671,442189111129727963975,6427,13563.9375,40869092248,208.62,183968.935,
2019-08-14,736647,423557030430017902254,6459,13678.4375,45760235706,186.49,182841.3072,
2019-08-15,689076,495115214127142572663,6413,13507.1875,45183685444,188.24,182862.8915,
2019-08-16,718875,380932535910019507834,6449,13671.5625,43127230037,185.41,182737.0873,
2019-08-17,641106,285605634390667735596,6480,13645.625,40334874395,185.69,186578.2674,
2019-08-18,627260,292731797020734277892,6437,13558.5,39565500580,194.77,179556.5396,
2019-08-19,724461,458941730801326585089,6374,13481.0625,45653690351,202.43,179945.771,
2019-08-20,733520,469550973645114680538,6432,13622.75,46539627909,196.55,178785.0863,
2019-08-21,731500,559503433834393622160,6449,13630.4375,47078815215,187.32,177566.9045,
2019-08-22,737144,489346336601247561157,6400,13457.75,45865344353,190.74,171272.3935,
2019-08-23,733282,457983069608466214636,6468,13715.4375,46225861903,194.64,177598.6117,
2019-08-24,684235,392340555421209162162,6315,13289.6875,43261048592,191.08,173067.8396,
2019-08-25,677260,511208664027388185841,6572,13811.6875,47256914426,186.58,174801.3614,
2019-08-26,750845,632280199727374393642,6363,13496.25,47714174146,188.46,177089.2406,
2019-08-27,748158,498350931196932463906,6415,13540.1875,46838805967,187.17,170420.4691,
2019-08-28,722262,510605809006713976355,6410,13618.125,47047649342,173.01,173711.3269,
2019-08-29,724189,517001416257186821447,6493,13753.4375,47682883249,168.95,179236.6472,
2019-08-30,713194,500215056063499390682,6414,13622.625,46849622757,168.52,180476.1969,
2019-08-31,679773,444688482057750218533,6420,13580.75,46539139676,172.15,177978.4232,
2019-09-01,690235,456946080093521593610,6402,13563.625,46806044439,171.42,176687.9581,
2019-09-02,757539,562905739994953286014,6432,13630.1875,47995961497,178.76,178611.112,
2019-09-03,751224,552067618597657889646,6401,13483.6875,48244339421,179.13,179057.3439,
2019-09-04,714432,536606366121005796598,6392,13464.3125,47822191088,175.01,175086.6283,
2019-09-05,769872,683625581690153623401,6449,13631.8125,48615446885,174.38,178184.2536,
2019-09-06,768500,729965679931923221810,6383,13561.75,48334114602,169.47,172733.3243,
2019-09-07,677445,678309666092547054030,6428,13601.5625,48421804111,178.32,181098.5111,
2019-09-08,675137,726611953083256959760,6402,13517.625,48132098440,181.67,180477.091,
2019-09-09,756508,832393931196387494108,6434,13521.6875,48427577923,180.84,177112.0631,
2019-09-10,691617,916930693463297630711,6388,13496.5625,48026339185,180.01,178378.5661,
2019-09-11,705292,868766728814777072470,6437,13547.3125,48191144192,178.48,179039.046,
2019-09-12,723726,962059439753367510350,6436,13640.375,48329272913,181.19,185563.6201,
2019-09-13,623470,871141810079849713035,6313,13372.0,47536944092,181.56,181414.6861,
2019-09-14,628467,955764587474667177976,6440,13623.75,48627971672,188.9,184795.162,
2019-09-15,633961,969794892864245116342,6377,13522.625,49230370374,189.48,183581.7865,
2019-09-16,733010,1009410962674247079821,6455,13722.3125,50810139433,197.85,189304.7567,
2019-09-17,681814,1223124741214862113670,6429,13561.125,51367339795,207.9,192000.1552,
2019-09-18,708743,1295192442565078815595,6477,13696.375,51885861290,210.5,196018.5435,
2019-09-19,692484,1460475046922222479646,6327,13413.0625,55081273776,221.01,190494.7857,
2019-09-20,717128,1468015631460290105012,6451,13659.5,60925909462,218.26,193637.0258,
2019-09-21,596973,1153966243312103458221,6392,13567.0,60650890180,215.1,198978.4597,
2019-09-22,576563,895181759408610020802,6391,13466.25,59705129302,211.23,192734.9286,
2019-09-23,639394,1314774218723694699859,6448,13672.125,61284564720,200.97,199333.536,
2019-09-24,709522,1541682265150152198098,6276,13326.125,59509161810,166.47,191290.0079,
2019-09-25,677675,1627783447891876963558,6384,13596.875,59867551721,170.22,196682.8169,
2019-09-26,657676,1219393511656496338874,6403,13480.3125,58227975045,166.06,197297.1021,
2019-09-27,623632,1239590123761337528692,6337,13399.125,57710087163,174.39,194629.5574,
2019-09-28,607857,1214596925322569116725,6438,13530.6875,61155057978,174.14,195699.3392,
2019-09-29,591986,1131885866024375650266,6418,13575.6875,61234809975,169.68,194449.6847,
2019-09-30,683924,1014741493509434163372,6384,13445.5625,59624934681,181.47,193290.9662,
2019-10-01,645073,510519279421006941765,6426,13571.0625,52155673833,176.39,194142.7961,
2019-10-02,627137,485105781165240159548,6337,13367.875,48841413822,181.06,188135.7534,
2019-10-03,615189,644288279765408821815,6400,13488.375,51875233927,175.17,186885.8356,
2019-10-04,590197,495206673212367410386,6440,13526.5625,45778790374,176.21,188236.163,
2019-10-05,595118,427436529489670967286,6441,13548.375,38457122322,176.9,188788.1289,
2019-10-06,571769,390611190603793464580,6449,13579.9375,44029342589,170.26,189711.3362,
2019-10-07,629382,438560662555171618439,6364,13395.4375,42583953395,180.49,187555.9301,
2019-10-08,710373,466796129900169257919,6352,13364.25,43680971034,181.09,186244.7815,
2019-10-09,751354,569675094447032268556,6362,13423.8125,48056682205,193.43,185639.6907,
2019-10-10,706127,498838043446028094444,6344,13369.1875,44066111719,191.73,188842.2452,
2019-10-11,702673,469916381281247231146,6359,13423.9375,43243119549,180.94,193819.3686,
2019-10-12,634450,391504583309412713119,6329,13313.4375,39585029406,180.09,187123.4417,
2019-10-13,566845,376372285124709560433,6374,13430.125,36279901108,181.37,192904.6556,
2019-10-14,650601,444695851021690358783,6387,13412.125,42039570554,186.96,188728.8483,
2019-10-15,690703,466904748070423025398,6431,13590.75,42535426594,180.74,199635.4789,
2019-10-16,694589,455449565818279331732,6332,13337.5,43299074292,174.76,193962.352,
2019-10-17,703704,431511495884489182950,6300,13303.3125,42752796011,177.5,193195.3343,
2019-10-18,733646,462716782333963043149,6328,13309.8125,43208386571,173.29,187021.2994,
2019-10-19,665170,413375987115214355591,6354,13335.0625,39258418316,172.37,193141.7473,
2019-10-20,612341,445683716212835301022,6367,13378.125,36828448156,175.84,193542.0555,
2019-10-21,678528,464133945000862835453,6293,13198.6875,39535510961,174.64,186014.7475,
2019-10-22,726230,535165152981327637639,6412,13446.5,44405147164,171.64,187596.6071,
2019-10-23,736388,689667742694486048188,6384,13420.375,49243736342,162.72,194378.8577,
2019-10-24,724917,534224825736827865467,6264,13201.25,48059164649,161.07,189521.9698,
2019-10-25,741655,563583145272984752945,6127,12923.75,45164738156,181.79,182920.1315,
2019-10-26,716822,558225547565575287079,6267,13191.6875,43261777576,180.16,187611.5163,
2019-10-27,642955,443947594165053209664,6174,12928.8125,37445461403,184.34,182320.5677,
2019-10-28,721335,534471321826969820740,6242,13147.5625,45092739148,182.09,184699.5557,
2019-10-29,707622,552415442195059364908,6211,13100.25,46594160648,191.11,185683.4638,
2019-10-30,717618,562591704551320607504,6234,13184.0,47241594774,183.52,188925.8577,
2019-10-31,744118,535243828726596439028,6216,13117.625,43892717086,182.59,188955.653,
2019-11-01,705019,491681230543599814628,6279,13234.4375,43231578835,183.4,190522.2155,
2019-11-02,590976,392108506847438143936,6166,13032.875,41264832877,183.45,187497.2537,
