Date,Tx count,Tx fees (ETH),Block count,Block rewards (ETH),Gas used,Price (USD),Estimated TWh per Year,Minimum TWh per Year,Block reward (ETH),Hashrate (GH/s),Hashcount (EH/day),Estimated GWh per day,Minimum GWh per day
7/30/2015,8893,0,6912,39316.09375,0,0,2.338303676,2.131205326,5,11.5297,0.00099616608,6.406311441,5.838918701
7/31/2015,0,0,6863,36191.71875,0,0,2.338303676,2.131205326,5,51.4594,0.00444609216,6.406311441,5.838918701
8/1/2015,0,0,5293,27705.9375,0,0,2.338303676,2.131205326,5,57.7845,0.0049925808,6.406311441,5.838918701
8/2/2015,0,0,5358,28223.4375,0,0,2.338303676,2.131205326,5,67.9224,0.00586849536,6.406311441,5.838918701
8/3/2015,0,0,5280,27976.71875,0,0,2.338303676,2.131205326,5,74.5737,0.00644316768,6.406311441,5.838918701
8/4/2015,0,0,5368,28478.4375,0,0,2.338303676,2.131205326,5,82.0352,0.00708784128,6.406311441,5.838918701
8/5/2015,0,0,5235,27528.59375,0,0,2.338303676,2.131205326,5,86.1558,0.00744386112,6.406311441,5.838918701
8/6/2015,0,0,5116,27075.46875,0,0,2.338303676,2.131205326,5,88.3326,0.00763193664,6.406311441,5.838918701
8/7/2015,2050,37.31841351,5189,27437.65625,49353826,2.77,2.338303676,2.131205326,5,95.2981,0.00823375584,6.406311441,5.838918701
8/8/2015,2881,68.09997007,5256,27943.4375,376006093,0.81,2.338303676,2.131205326,5,104.8971,0.00906310944,6.406311441,5.838918701
8/9/2015,1329,14.0989497,5123,27178.28125,38863003,0.74,2.338303676,2.131205326,5,109.6916,0.00947735424,6.406311441,5.838918701
8/10/2015,2037,31.16514444,5255,27817.34375,74070061,0.68,2.338303676,2.131205326,5,120.5988,0.01041973632,6.406311441,5.838918701
8/11/2015,4963,11.31144859,5280,28027.8125,163481740,1.06,2.338303676,2.131205326,5,134.7695,0.0116440848,6.406311441,5.838918701
8/12/2015,2036,32.5869924,5124,27370.9375,70102332,1.25,2.338303676,2.131205326,5,143.0004,0.01235523456,6.406311441,5.838918701
8/13/2015,2842,24.92916911,5286,28268.125,88234087,1.78,2.338303676,2.131205326,5,156.6101,0.01353111264,6.406311441,5.838918701
8/14/2015,3174,14.35483411,5809,31106.71875,78746522,1.8,2.338303676,2.131205326,5,196.7576,0.01699985664,6.406311441,5.838918701
8/15/2015,2284,8.836593028,5382,28512.65625,59565914,1.79,2.338303676,2.131205326,5,227.665,0.019670256,6.406311441,5.838918701
8/16/2015,2440,6.677237925,5132,27094.53125,58241191,1.37,2.338303676,2.131205326,5,231.8948,0.02003571072,6.406311441,5.838918701
8/17/2015,2512,7.64281184,5347,28118.90625,60515132,1.2,2.338303676,2.131205326,5,258.9066,0.02236953024,6.406311441,5.838918701
8/18/2015,2494,11.90607134,4948,26162.8125,66816413,1.27,2.338303676,2.131205326,5,270.4645,0.0233681328,6.406311441,5.838918701
8/19/2015,3246,15.43095067,5192,27282.03125,91746712,1.26,2.338303676,2.131205326,5,284.0496,0.02454188544,6.406311441,5.838918701
8/20/2015,2303,6.855566943,4024,21057.03125,63112713,1.48,2.338303676,2.131205326,5,221.4382,0.01913226048,6.406311441,5.838918701
8/21/2015,3919,7.855041725,5088,26690.9375,106379973,1.44,2.338303676,2.131205326,5,277.282,0.0239571648,6.406311441,5.838918701
8/22/2015,3579,42.54717183,5271,27550.46875,90744195,1.39,2.338303676,2.131205326,5,312.6127,0.02700973728,6.406311441,5.838918701
8/23/2015,4190,8.049767673,5013,26255.625,117802449,1.35,2.338303676,2.131205326,5,317.1623,0.02740282272,6.406311441,5.838918701
8/24/2015,4432,8.87628542,5184,27333.28125,97648912,1.24,2.338303676,2.131205326,5,333.3458,0.02880107712,6.406311441,5.838918701
8/25/2015,4487,8.259755825,5097,26736.09375,114480057,1.17,2.338303676,2.131205326,5,325.2465,0.0281012976,6.406311441,5.838918701
8/26/2015,4156,7.447729279,5003,26137.96875,99511209,1.16,2.338303676,2.131205326,5,343.1277,0.02964623328,6.406311441,5.838918701
8/27/2015,5590,8.670963043,4708,24532.8125,147888097,1.13,2.338303676,2.131205326,5,341.1168,0.02947249152,6.406311441,5.838918701
8/28/2015,4758,9.925148371,4653,24225.15625,111903559,1.3,2.338303676,2.131205326,5,355.2287,0.03069175968,6.406311441,5.838918701
8/29/2015,4139,5.507451526,4329,22525,99107570,1.18,2.338303676,2.131205326,5,351.453,0.0303655392,6.406311441,5.838918701
8/30/2015,4572,5.634173742,4155,21453.59375,102643603,1.32,2.338303676,2.131205326,5,340.144,0.0293884416,6.406311441,5.838918701
8/31/2015,5196,7.424533814,4122,21293.4375,129040364,1.35,2.338303676,2.131205326,5,359.3523,0.03104803872,6.406311441,5.838918701
9/1/2015,5153,7.843769856,3938,20342.96875,140186844,1.35,2.338303676,2.131205326,5,363.4134,0.03139891776,6.406311441,5.838918701
9/2/2015,5195,8.153735331,3577,18387.34375,139367393,1.29,2.338303676,2.131205326,5,355.9032,0.03075003648,6.406311441,5.838918701
9/3/2015,4777,6.970025674,3383,17380.9375,126323875,1.26,2.338303676,2.131205326,5,339.3088,0.02931628032,6.406311441,5.838918701
9/4/2015,5642,9.733856361,4443,23081.875,167169621,1.27,2.338303676,2.131205326,5,350.0661,0.03024571104,6.406311441,5.838918701
9/5/2015,5519,9.141228324,4921,25629.0625,159443421,1.37,2.338303676,2.131205326,5,374.917,0.0323928288,6.406311441,5.838918701
9/6/2015,5521,8.055487735,4978,26168.28125,142769611,1.3,2.338303676,2.131205326,5,388.4451,0.03356165664,6.406311441,5.838918701
9/7/2015,5702,9.256422396,4834,25460.46875,170954165,1.24,2.338303676,2.131205326,5,379.8349,0.03281773536,6.406311441,5.838918701
9/8/2015,5622,10.3799263,4923,25892.5,159613715,1.23,2.338303676,2.131205326,5,370.7395,0.0320318928,6.406311441,5.838918701
9/9/2015,5604,9.840601069,5035,26427.65625,173606036,1.21,2.338303676,2.131205326,5,386.1935,0.0333671184,6.406311441,5.838918701
9/10/2015,5341,7.925807171,5003,26444.21875,141533806,1.16,2.338303676,2.131205326,5,392.0801,0.03387572064,6.406311441,5.838918701
9/11/2015,6460,8.876728153,5141,27239.84375,160019709,0.98,2.338303676,2.131205326,5,421.6556,0.03643104384,6.406311441,5.838918701
9/12/2015,5596,11.35483319,5026,26401.09375,186314190,1.04,2.338303676,2.131205326,5,424.2721,0.03665710944,6.406311441,5.838918701
9/13/2015,6057,9.578725674,4971,26171.40625,177583552,0.94,2.338303676,2.131205326,5,432.7014,0.03738540096,6.406311441,5.838918701
9/14/2015,5572,9.901548419,4851,25588.125,171636301,0.87,2.338303676,2.131205326,5,399.6471,0.03452950944,6.406311441,5.838918701
9/15/2015,5409,8.426997145,4842,25615.3125,148568242,0.94,2.338303676,2.131205326,5,387.7858,0.03350469312,6.406311441,5.838918701
9/16/2015,5872,15.14661708,4956,26318.125,146153300,0.9,2.338303676,2.131205326,5,383.9057,0.03316945248,6.406311441,5.838918701
9/17/2015,5368,8.556523791,4808,25435.625,147106346,0.89,2.338303676,2.131205326,5,362.1457,0.03128938848,6.406311441,5.838918701
9/18/2015,5802,11.83482107,4889,25901.71875,212949263,0.85,2.338303676,2.131205326,5,346.2296,0.02991423744,6.406311441,5.838918701
9/19/2015,5205,7.982204373,5078,27179.6875,151038683,0.89,2.338303676,2.131205326,5,357.5566,0.03089289024,6.406311441,5.838918701
9/20/2015,6402,10.96964547,5305,27982.65625,206446103,0.94,2.338303676,2.131205326,5,408.748,0.0353158272,6.406311441,5.838918701
9/21/2015,6305,10.18074194,5075,26651.875,190902398,0.9,2.338303676,2.131205326,5,409.9779,0.03542209056,6.406311441,5.838918701
9/22/2015,6804,11.40414518,5051,26370.3125,211491983,0.9,2.338303676,2.131205326,5,410.0917,0.03543192288,6.406311441,5.838918701
9/23/2015,7404,10.7002671,5165,27080.3125,198471252,0.9,2.338303676,2.131205326,5,438.8619,0.03791766816,6.406311441,5.838918701
9/24/2015,6224,10.31950627,5021,26385.78125,183782502,0.81,2.338303676,2.131205326,5,436.2345,0.0376906608,6.406311441,5.838918701
9/25/2015,5851,9.836594916,5126,27003.4375,178617418,0.74,2.338303676,2.131205326,5,443.497,0.0383181408,6.406311441,5.838918701
9/26/2015,5907,9.289146479,4930,25910.3125,160320021,0.78,2.338303676,2.131205326,5,440.6371,0.03807104544,6.406311441,5.838918701
9/27/2015,5760,8.42387045,4773,25011.09375,165754018,0.72,2.338303676,2.131205326,5,426.444,0.0368447616,6.406311441,5.838918701
9/28/2015,6123,9.272346609,4738,24714.21875,171799357,0.59,2.338303676,2.131205326,5,391.4721,0.03382318944,6.406311441,5.838918701
9/29/2015,5738,8.877328421,4640,24368.4375,155322802,0.68,2.338303676,2.131205326,5,347.3122,0.03000777408,6.406311441,5.838918701
9/30/2015,5870,8.385327116,4757,25093.75,161315703,0.72,2.338303676,2.131205326,5,332.8925,0.028761912,6.406311441,5.838918701
10/1/2015,6421,8.767949463,5210,27422.03125,167413168,0.68,2.338303676,2.131205326,5,365.2783,0.03156004512,6.406311441,5.838918701
10/2/2015,6063,9.765296663,5143,26913.125,175336965,0.68,2.338303676,2.131205326,5,378.4969,0.03270213216,6.406311441,5.838918701
10/3/2015,6112,9.791648364,5077,26453.75,176738025,0.69,2.338303676,2.131205326,5,390.9186,0.03377536704,6.406311441,5.838918701
10/4/2015,6624,9.431925786,4886,25480.15625,175625589,0.67,2.338303676,2.131205326,5,371.1233,0.03206505312,6.406311441,5.838918701
10/5/2015,6279,11.48677351,5009,26136.875,217225401,0.63,2.338303676,2.131205326,5,385.5859,0.03331462176,6.406311441,5.838918701
10/6/2015,6458,9.995299954,4806,25036.5625,185466056,0.66,2.338303676,2.131205326,5,368.4521,0.03183426144,6.406311441,5.838918701
10/7/2015,7121,12.18298992,5004,26133.59375,227483136,0.61,2.338303676,2.131205326,5,366.9765,0.0317067696,6.406311441,5.838918701
10/8/2015,6926,11.97293337,5152,26782.1875,206603046,0.62,2.338303676,2.131205326,5,375.1336,0.03241154304,6.406311441,5.838918701
10/9/2015,6763,11.30921838,4905,25447.65625,180944156,0.65,2.338303676,2.131205326,5,364.9485,0.0315315504,6.406311441,5.838918701
10/10/2015,6529,11.38281162,4896,25499.6875,174240457,0.63,2.338303676,2.131205326,5,360.6383,0.03115914912,6.406311441,5.838918701
10/11/2015,6023,8.998794599,5073,26510.78125,154497993,0.63,2.338303676,2.131205326,5,381.8711,0.03299366304,6.406311441,5.838918701
10/12/2015,6593,10.70380732,5148,26800,200001725,0.63,2.338303676,2.131205326,5,386.3386,0.03337965504,6.406311441,5.838918701
10/13/2015,6818,12.3232488,5108,26668.28125,223630692,0.6,2.338303676,2.131205326,5,397.9554,0.03438334656,6.406311441,5.838918701
10/14/2015,6830,11.83199852,4934,25875.625,193279995,0.51,2.338303676,2.131205326,5,394.1999,0.03405887136,6.406311441,5.838918701
10/15/2015,6499,18.87034386,4926,25610.46875,347607211,0.56,2.338303676,2.131205326,5,372.9212,0.03222039168,6.406311441,5.838918701
10/16/2015,6795,21.17944655,4883,25441.40625,400824348,0.53,2.338303676,2.131205326,5,347.0096,0.02998162944,6.406311441,5.838918701
10/17/2015,6567,12.29146245,5056,26450.625,230368185,0.55,2.338303676,2.131205326,5,373.0388,0.03223055232,6.406311441,5.838918701
10/18/2015,6481,13.1130126,4945,25848.28125,249377360,0.52,2.338303676,2.131205326,5,362.4454,0.03131528256,6.406311441,5.838918701
10/19/2015,6604,11.69921914,4975,25966.71875,216816740,0.49,2.338303676,2.131205326,5,360.9165,0.0311831856,6.406311441,5.838918701
10/20/2015,5897,11.5270198,4990,26192.5,191557542,0.44,2.338303676,2.131205326,5,359.4184,0.03105374976,6.406311441,5.838918701
10/21/2015,6182,10.15585773,4990,26046.40625,180468852,0.44,2.338303676,2.131205326,5,358.9999,0.03101759136,6.406311441,5.838918701
10/22/2015,5979,13.20050484,4835,25330.78125,237772273,0.59,2.338303676,2.131205326,5,341.149,0.0294752736,6.406311441,5.838918701
10/23/2015,6888,13.74794139,5263,27558.59375,260401303,0.52,2.338303676,2.131205326,5,380.6258,0.03288606912,6.406311441,5.838918701
10/24/2015,6361,10.69663822,5171,27115,211420205,0.57,2.338303676,2.131205326,5,400.8051,0.03462956064,6.406311441,5.838918701
10/25/2015,5830,9.079512126,5096,26814.21875,170100960,0.65,2.338303676,2.131205326,5,415.4128,0.03589166592,6.406311441,5.838918701
10/26/2015,5938,10.77326712,4908,25915.3125,203310004,0.74,2.338303676,2.131205326,5,399.276,0.0344974464,6.406311441,5.838918701
10/27/2015,6784,18.90289758,5220,27526.25,365376906,0.87,2.338303676,2.131205326,5,423.6995,0.0366076368,6.406311441,5.838918701
10/28/2015,7346,10.89869663,4967,26348.4375,202357247,1.01,2.338303676,2.131205326,5,425.0888,0.03672767232,6.406311441,5.838918701
10/29/2015,7836,12.55075174,5158,27507.03125,241667844,1.16,2.338303676,2.131205326,5,457.198,0.0395019072,6.406311441,5.838918701
10/30/2015,7941,13.46632166,5232,27723.90625,250649964,1.04,2.338303676,2.131205326,5,485.0091,0.04190478624,6.406311441,5.838918701
10/31/2015,7557,15.4824256,5129,27747.8125,296674561,0.89,2.338303676,2.131205326,5,512.5808,0.04428698112,6.406311441,5.838918701
11/1/2015,6915,16.17026107,5158,28180.15625,316473677,1.05,2.338303676,2.131205326,5,520.7818,0.04499554752,6.406311441,5.838918701
11/2/2015,6558,10.39601397,5024,27134.21875,193339829,0.96,2.338303676,2.131205326,5,494.4047,0.04271656608,6.406311441,5.838918701
11/3/2015,7399,12.24035099,5085,27605.78125,236076946,1,2.338303676,2.131205326,5,480.1956,0.04148889984,6.406311441,5.838918701
11/4/2015,7037,9.392856951,5125,27716.40625,180987375,0.87,2.338303676,2.131205326,5,508.4657,0.04393143648,6.406311441,5.838918701
11/5/2015,7498,10.59389052,5103,27291.40625,199792729,0.89,2.338303676,2.131205326,5,489.3514,0.04227996096,6.406311441,5.838918701
11/6/2015,7882,15.93627016,5142,27422.1875,309939683,0.92,2.338303676,2.131205326,5,491.3861,0.04245575904,6.406311441,5.838918701
11/7/2015,10996,32.07991979,4922,26715.3125,572275369,0.92,2.338303676,2.131205326,5,478.1613,0.04131313632,6.406311441,5.838918701
11/8/2015,12413,29.52687888,5021,27289.0625,563914716,1.02,2.338303676,2.131205326,5,498.873,0.0431026272,6.406311441,5.838918701
11/9/2015,7689,11.26310292,5024,27059.53125,211894015,1,2.338303676,2.131205326,5,496.5674,0.04290342336,6.406311441,5.838918701
11/10/2015,8151,15.35119263,5053,27444.0625,287969451,0.92,2.338303676,2.131205326,5,505.3881,0.04366553184,6.406311441,5.838918701
11/11/2015,10217,23.07679133,5028,27826.5625,414061456,0.78,2.338303676,2.131205326,5,508.885,0.043967664,6.406311441,5.838918701
11/12/2015,9534,25.8891012,5079,28024.53125,450460992,0.89,2.338303676,2.131205326,5,517.4888,0.04471103232,6.406311441,5.838918701
11/13/2015,7891,14.58330246,5119,28185.15625,280236525,0.89,2.338303676,2.131205326,5,528.3143,0.04564635552,6.406311441,5.838918701
11/14/2015,7211,18.53403351,5127,28357.65625,360305868,0.89,2.338303676,2.131205326,5,534.8715,0.0462128976,6.406311441,5.838918701
11/15/2015,7170,11.48397409,5195,28120.15625,224846805,0.9,2.338303676,2.131205326,5,550.2513,0.04754171232,6.406311441,5.838918701
11/16/2015,7442,10.26963597,5039,27395.15625,182259335,0.94,2.338303676,2.131205326,5,541.2585,0.0467647344,6.406311441,5.838918701
11/17/2015,7145,9.596829651,5163,27793.59375,171866071,1,2.338303676,2.131205326,5,535.801,0.0462932064,6.406311441,5.838918701
11/18/2015,7373,10.3214754,5075,27252.03125,195036006,0.99,2.338303676,2.131205326,5,550.5812,0.04757021568,6.406311441,5.838918701
11/19/2015,8876,15.86393951,4977,26563.4375,291565861,0.95,2.338303676,2.131205326,5,552.7532,0.04775787648,6.406311441,5.838918701
11/20/2015,6348,11.98689924,4721,25130.46875,215430072,0.93,2.338303676,2.131205326,5,472.9611,0.04086383904,6.406311441,5.838918701
11/21/2015,6822,11.24491006,5035,26782.1875,200136785,0.97,2.338303676,2.131205326,5,480.0484,0.04147618176,6.406311441,5.838918701
11/22/2015,7083,11.24171533,5049,26988.59375,200785655,0.96,2.338303676,2.131205326,5,480.251,0.0414936864,6.406311441,5.838918701
11/23/2015,8260,13.31608472,5089,27272.34375,233727612,0.94,2.338303676,2.131205326,5,487.9382,0.04215786048,6.406311441,5.838918701
11/24/2015,7152,12.96649103,5001,26848.125,213080657,0.91,2.338303676,2.131205326,5,486.5758,0.04204014912,6.406311441,5.838918701
11/25/2015,7098,12.45963099,4940,26471.875,236509015,0.86,2.338303676,2.131205326,5,470.151,0.0406210464,6.406311441,5.838918701
11/26/2015,7278,9.30701048,4940,26538.4375,172083879,0.88,2.338303676,2.131205326,5,470.857,0.0406820448,6.406311441,5.838918701
11/27/2015,6639,9.399192619,5174,27886.875,173300084,0.87,2.338303676,2.131205326,5,492.9653,0.04259220192,6.406311441,5.838918701
11/28/2015,6817,14.56713057,5008,27207.96875,277436869,0.91,2.338303676,2.131205326,5,498.5437,0.04307417568,6.406311441,5.838918701
11/29/2015,6853,9.090792117,5050,27347.8125,171604728,0.87,2.338303676,2.131205326,5,500.4669,0.04324034016,6.406311441,5.838918701
11/30/2015,8986,20.81575154,5080,27356.25,378296036,0.88,2.338303676,2.131205326,5,503.9533,0.04354156512,6.406311441,5.838918701
12/1/2015,6794,13.07438894,5078,27542.8125,231616100,0.87,2.338303676,2.131205326,5,514.3284,0.04443797376,6.406311441,5.838918701
12/2/2015,6502,11.43812253,4824,26007.03125,209753737,0.83,2.338303676,2.131205326,5,481.8385,0.0416308464,6.406311441,5.838918701
12/3/2015,6971,10.66607761,5205,28063.28125,198524826,0.82,2.338303676,2.131205326,5,504.3068,0.04357210752,6.406311441,5.838918701
12/4/2015,6898,12.37234232,5008,26679.375,224707034,0.84,2.338303676,2.131205326,5,493.1904,0.04261165056,6.406311441,5.838918701
12/5/2015,6784,13.08482451,5006,26581.875,231821279,0.85,2.338303676,2.131205326,5,511.9346,0.04423114944,6.406311441,5.838918701
12/6/2015,9103,17.14740422,4913,26255.78125,321509549,0.84,2.338303676,2.131205326,5,487.6672,0.04213444608,6.406311441,5.838918701
12/7/2015,7141,9.642772252,4971,26718.90625,176718066,0.8,2.338303676,2.131205326,5,483.681,0.0417900384,6.406311441,5.838918701
12/8/2015,6697,9.146200894,4911,26312.5,170716327,0.83,2.338303676,2.131205326,5,469.5651,0.04057042464,6.406311441,5.838918701
12/9/2015,7001,10.13698943,5208,28324.0625,179709088,0.79,2.338303676,2.131205326,5,494.265,0.042704496,6.406311441,5.838918701
12/10/2015,7444,11.34093504,5144,27477.34375,205190667,0.84,2.338303676,2.131205326,5,504.7793,0.04361293152,6.406311441,5.838918701
12/11/2015,8105,16.85244379,5062,27022.8125,270674425,0.91,2.338303676,2.131205326,5,514.5903,0.04446060192,6.406311441,5.838918701
12/12/2015,8205,23.12314318,5076,27206.5625,353864548,0.97,2.338303676,2.131205326,5,517.9029,0.04474681056,6.406311441,5.838918701
12/13/2015,7426,18.73210971,5280,27907.34375,325726017,0.96,2.338303676,2.131205326,5,556.8745,0.0481139568,6.406311441,5.838918701
12/14/2015,15550,74.65243956,4999,26708.59375,1415319249,0.99,2.338303676,2.131205326,5,541.3528,0.04677288192,6.406311441,5.838918701
12/15/2015,21098,114.4078583,5070,27014.53125,1945458070,1.01,2.338303676,2.131205326,5,559.704,0.0483584256,6.406311441,5.838918701
12/16/2015,10304,44.21678187,4982,26457.34375,838759501,0.99,2.338303676,2.131205326,5,534.0622,0.04614297408,6.406311441,5.838918701
12/17/2015,9612,32.40107521,5060,26883.125,606010119,0.94,2.338303676,2.131205326,5,553.9679,0.04786282656,6.406311441,5.838918701
12/18/2015,9032,32.18142145,5020,26671.5625,601895736,0.91,2.338303676,2.131205326,5,552.1806,0.04770840384,6.406311441,5.838918701
12/19/2015,9314,28.51623093,5038,26694.53125,539740128,0.9,2.338303676,2.131205326,5,548.8488,0.04742053632,6.406311441,5.838918701
12/20/2015,9879,34.42717002,4947,26436.09375,655002877,0.9,2.338303676,2.131205326,5,533.1539,0.04606449696,6.406311441,5.838918701
12/21/2015,12063,39.119194,4976,26457.8125,740632642,0.89,2.338303676,2.131205326,5,531.4617,0.04591829088,6.406311441,5.838918701
12/22/2015,21027,59.16252572,5129,27374.375,1120896788,0.87,2.338303676,2.131205326,5,564.9776,0.04881406464,6.406311441,5.838918701
12/23/2015,22740,81.42599075,5112,27399.375,1474132298,0.85,2.338303676,2.131205326,5,552.9946,0.04777873344,6.406311441,5.838918701
12/24/2015,13494,45.75463786,5018,26686.5625,872428171,0.85,2.338303676,2.131205326,5,539.4988,0.04661269632,6.406311441,5.838918701
12/25/2015,9521,26.5940593,5080,26803.59375,502552472,0.87,2.338303676,2.131205326,5,539.1713,0.04658440032,6.406311441,5.838918701
12/26/2015,10726,31.29618519,5004,26560.15625,587287522,0.85,2.338303676,2.131205326,5,529.3583,0.04573655712,6.406311441,5.838918701
12/27/2015,21867,86.63434503,5018,26853.75,1308470039,0.85,2.338303676,2.131205326,5,545.346,0.0471178944,6.406311441,5.838918701
12/28/2015,12368,36.40049069,5081,27057.96875,687001176,0.84,2.338303676,2.131205326,5,545.0927,0.04709600928,6.406311441,5.838918701
12/29/2015,11358,33.18921105,4981,26661.09375,621538951,0.87,2.338303676,2.131205326,5,542.2221,0.04684798944,6.406311441,5.838918701
12/30/2015,21767,76.132284,5028,26736.25,1353161589,0.9,2.338303676,2.131205326,5,534.5552,0.04618556928,6.406311441,5.838918701
12/31/2015,10301,25.06732465,5040,26912.03125,452065747,0.93,2.338303676,2.131205326,5,542.7166,0.04689071424,6.406311441,5.838918701
1/1/2016,8233,15.65089494,4885,26066.5625,292262422,0.93,2.338303676,2.131205326,5,526.2007,0.04546374048,6.406311441,5.838918701
1/2/2016,9164,19.35979081,5095,27383.90625,368139389,0.93,2.338303676,2.131205326,5,528.0765,0.0456258096,6.406311441,5.838918701
1/3/2016,9258,19.44831668,5134,27675.78125,369359246,0.97,2.338303676,2.131205326,5,544.8281,0.04707314784,6.406311441,5.838918701
1/4/2016,9474,21.3104319,5096,27420.625,402593450,0.95,2.338303676,2.131205326,5,541.3346,0.04677130944,6.406311441,5.838918701
1/5/2016,16430,60.3564445,5126,27839.21875,1081639803,0.95,2.338303676,2.131205326,5,548.8214,0.04741816896,6.406311441,5.838918701
1/6/2016,17074,66.53391845,5090,27625.46875,1248021662,0.96,2.338303676,2.131205326,5,552.2518,0.04771455552,6.406311441,5.838918701
1/7/2016,22075,65.5065476,4981,27022.1875,1230019603,0.95,2.338303676,2.131205326,5,526.3401,0.04547578464,6.406311441,5.838918701
1/8/2016,10919,26.04950754,5176,27996.71875,484149867,0.99,2.338303676,2.131205326,5,550.7067,0.04758105888,6.406311441,5.838918701
1/9/2016,11793,39.30051752,5099,27595.78125,727791392,0.99,2.338303676,2.131205326,5,551.6457,0.04766218848,6.406311441,5.838918701
1/10/2016,10320,26.32605277,5093,27287.96875,491410995,0.99,2.338303676,2.131205326,5,538.0286,0.04648567104,6.406311441,5.838918701
1/11/2016,10893,25.51356511,5107,27005.15625,482297856,1.05,2.338303676,2.131205326,5,561.5707,0.04851970848,6.406311441,5.838918701
1/12/2016,10862,25.63072227,4930,25900.78125,471922007,1.23,2.338303676,2.131205326,5,541.1136,0.04675221504,6.406311441,5.838918701
1/13/2016,17665,60.31260944,5002,26535.3125,1023451156,1.13,2.338303676,2.131205326,5,530.6222,0.04584575808,6.406311441,5.838918701
1/14/2016,10653,26.77617641,5090,26919.21875,489948500,1.16,2.338303676,2.131205326,5,553.7419,0.04784330016,6.406311441,5.838918701
1/15/2016,9875,23.16012422,5084,26797.34375,409950494,1.22,2.338303676,2.131205326,5,567.1537,0.04900207968,6.406311441,5.838918701
1/16/2016,10664,22.65025706,5046,26523.125,418575124,1.22,2.338303676,2.131205326,5,574.0822,0.04960070208,6.406311441,5.838918701
1/17/2016,9747,17.0397022,5036,26599.84375,323467063,1.31,2.338303676,2.131205326,5,568.3259,0.04910335776,6.406311441,5.838918701
1/18/2016,12916,30.91880998,5072,26620.15625,591740638,1.47,2.338303676,2.131205326,5,591.419,0.0510986016,6.406311441,5.838918701
1/19/2016,13420,35.57695823,4972,26092.8125,678347830,1.37,2.338303676,2.131205326,5,584.904,0.0505357056,6.406311441,5.838918701
1/20/2016,10610,19.01349187,5038,26542.5,348032526,1.53,2.338303676,2.131205326,5,588.1518,0.05081631552,6.406311441,5.838918701
1/21/2016,10734,20.29597583,4963,25919.21875,342268224,1.54,2.338303676,2.131205326,5,584.1308,0.05046890112,6.406311441,5.838918701
1/22/2016,13848,31.18132507,5007,26255,570242575,1.52,2.338303676,2.131205326,5,610.6596,0.05276098944,6.406311441,5.838918701
1/23/2016,11025,17.43280341,4928,25769.6875,322444465,2.03,2.338303676,2.131205326,5,608.8656,0.05260598784,6.406311441,5.838918701
1/24/2016,12798,23.73088258,5168,27242.96875,423769859,2.1,2.338303676,2.131205326,5,650.5701,0.05620925664,6.406311441,5.838918701
1/25/2016,17121,40.19124286,4881,25697.03125,726749777,2.5,2.338303676,2.131205326,5,624.8285,0.0539851824,6.406311441,5.838918701
1/26/2016,16511,37.89805755,5152,26989.21875,673354229,2.3,2.338303676,2.131205326,5,672.8732,0.05813624448,6.406311441,5.838918701
1/27/2016,18747,56.86014672,4983,26100.78125,988064305,2.42,2.338303676,2.131205326,5,663.7333,0.05734655712,6.406311441,5.838918701
1/28/2016,16765,41.35601104,5059,26564.6875,757796542,2.55,2.338303676,2.131205326,5,652.1991,0.05635000224,6.406311441,5.838918701
1/29/2016,16395,37.41034343,4981,26160.46875,662122614,2.41,2.338303676,2.131205326,5,670.1196,0.05789833344,6.406311441,5.838918701
1/30/2016,14661,35.42928217,5017,26193.125,547033880,2.43,2.338303676,2.131205326,5,668.8032,0.05778459648,6.406311441,5.838918701
1/31/2016,14166,33.88376937,4872,25681.875,528433090,2.2,2.338303676,2.131205326,5,646.7083,0.05587559712,6.406311441,5.838918701
2/1/2016,14199,32.53922742,5015,26431.25,467975052,2.17,2.338303676,2.131205326,5,679.1845,0.0586815408,6.406311441,5.838918701
2/2/2016,14291,29.46292784,4955,25868.4375,463852720,2.45,2.338303676,2.131205326,5,648.4793,0.05602861152,6.406311441,5.838918701
2/3/2016,14274,27.72917548,5199,27297.96875,454011879,2.53,2.338303676,2.131205326,5,696.9209,0.06021396576,6.406311441,5.838918701
2/4/2016,14371,32.71750186,5062,26562.34375,490608958,2.57,2.338303676,2.131205326,5,694.2255,0.0599810832,6.406311441,5.838918701
2/5/2016,15249,38.97437149,5046,26558.59375,532003821,2.57,2.338303676,2.131205326,5,698.6372,0.06036225408,6.406311441,5.838918701
2/6/2016,31418,240.7828361,4987,26345.78125,1516518359,2.53,2.338303676,2.131205326,5,674.6478,0.05828956992,6.406311441,5.838918701
2/7/2016,14264,53.12073391,5087,26684.6875,456085675,3,2.338303676,2.131205326,5,693.3343,0.05990408352,6.406311441,5.838918701
2/8/2016,14719,37.81242736,5071,26655,449250211,3.16,2.338303676,2.131205326,5,723.2448,0.06248835072,6.406311441,5.838918701
2/9/2016,15517,50.16692548,5055,26471.09375,459451796,3.76,2.338303676,2.131205326,5,699.4473,0.06043224672,6.406311441,5.838918701
2/10/2016,17141,58.88424437,4961,26161.25,490191172,4.35,2.338303676,2.131205326,5,718.0474,0.06203929536,6.406311441,5.838918701
2/11/2016,21440,46.52354727,5019,26477.8125,682060218,6.38,2.338303676,2.131205326,5,747.5285,0.0645864624,6.406311441,5.838918701
