Totals for data,Async,Foundation,KnownOrigin,Makersplace,Nifty Gateway,OpenSea,Rarible,SuperRare,Zora
2020-06-01,1325973,0,10473131,29756827,8008223,70198936,12418952,16992004,0
2020-05-31,6556361,0,14858219,22092747,0,79418887,10811410,14553080,0
2020-05-30,5197522,0,4180860,22337856,2515097,86885579,10547409,13155626,0
2020-05-29,6634589,0,6403296,23710706,1445998,117122386,11630654,20955194,0
2020-05-28,2059819,0,6577288,33836142,23947475,74134791,11163331,20356680,0
2020-05-27,1879201,0,4876576,32884927,314144,68666689,24340741,21383758,0
2020-05-26,1700664,0,4154611,27522495,0,85024346,15053687,19468700,0
2020-05-25,963702,0,4973874,36677533,0,69674290,8008387,16752242,0
2020-05-24,1006072,0,7409930,24027064,0,140290106,11517091,16043605,0
2020-05-23,916665,0,8443823,31786147,243224,131884181,22348477,17971744,0
2020-05-22,1808741,0,9653829,52434472,105412,110608538,13482292,18117365,0
2020-05-21,727301,0,4845626,1867258,167776,124320607,9326296,18074276,0
2020-05-20,4188760,0,5635859,26486988,2174556,125088490,10639089,37918280,0
2020-05-19,6263351,0,4603339,28283722,105402,127754712,9595957,26235611,0
2020-05-18,696910,0,6982747,20989281,348433,94877583,12203199,29597209,0
2020-05-17,736672,0,10211599,44313828,611162,81909727,33999805,24527716,0
2020-05-16,740466,0,7935274,35178550,1278794,101533799,20286933,21019884,0
2020-05-15,1162930,0,6030398,38966599,1244984,116372724,21130200,25318736,0
2020-05-14,1170324,0,5057577,14906733,37249860,74852938,17634304,11463625,0
2020-05-13,676646,0,12550667,41438628,1404552,87848437,15718126,23660392,0
2020-05-12,5396147,0,4651002,38521149,1570756,120813596,15120617,17513353,0
2020-05-11,806379,0,7465289,35823004,314144,93349840,22273201,30766472,0
2020-05-10,3619267,0,8604151,23545002,62376,109729536,30267587,20142220,0
2020-05-09,993280,0,6814754,13837503,2339479,100135324,21770852,12883143,0
2020-05-08,1227396,0,8283461,23905572,905923,80020604,22067062,26988109,0
2020-05-07,955666,0,8445751,30280617,101096731,115775942,23652424,23902356,0
2020-05-06,1154310,0,10149954,33613468,0,106332801,8328601,38896284,0
2020-05-05,984850,0,7892756,35620104,0,126673456,13554253,46673306,0
2020-05-04,933321,0,6146368,43382243,419568,129315271,22963544,20427230,0
2020-05-03,928117,0,8650153,36803284,0,174707416,21477531,27985509,0
2020-05-02,2310386,0,12987293,53817199,0,180396359,17831417,33323066,0
2020-05-01,941410,0,8444980,46252248,0,166870402,11232663,25761373,0
2020-04-30,2334902,0,10821932,37537176,0,107668368,20989741,17187551,0
2020-04-29,1263066,0,10591558,30560119,626680,111292450,16962336,18420035,0
2020-04-28,595831,0,10608882,26103838,0,160434148,37628890,15634095,0
2020-04-27,934625,0,12313291,43534665,480939,134438500,36887362,24178323,0
2020-04-26,953366,0,7064289,41854195,698851,134666405,27264018,19784244,0
2020-04-25,791941,0,12647943,45760800,1611105,158872902,22194790,14737399,0
2020-04-24,598758,0,6392257,48370757,937608,174309937,16022937,19983702,0
2020-04-23,1028605,0,8382644,37921508,940221,176341050,18331050,20308832,0
2020-04-22,662934,0,7187471,55655291,1028072,186241790,21703756,12036134,0
2020-04-21,1668981,0,9556037,42202710,1268360,173715707,18799075,10089753,0
2020-04-20,681636,0,7901971,47905956,1033200,151936642,17971462,17199018,0
2020-04-19,7671541,0,14414688,55683104,2254952,168189283,22326301,13187430,0
2020-04-18,8518767,0,11696074,44729342,1460826,199867922,22191796,13248272,0
2020-04-17,13548753,0,8042622,52654710,5716535,196001854,12293169,19672901,0
2020-04-16,9061547,0,9336182,42708133,56473130,170963296,22481070,16384482,0
2020-04-15,274834,0,14098256,45008429,313139,186036086,20284979,17049094,0
2020-04-14,838109,0,18919063,50654683,0,204116337,17986467,14986924,0
2020-04-13,397214,0,8532585,55179414,1868450,177878233,14650594,16249074,0
2020-04-12,275153,0,6353050,35902968,358336,151563802,25801951,17795721,0
2020-04-11,269788,0,4944961,42203557,0,152817187,15119119,15026576,0
2020-04-10,207098,0,7242817,71598335,0,140633323,16342176,16034180,0
2020-04-09,405534,0,11531751,91288873,105424,159169755,18208476,13063445,0
2020-04-08,274834,0,6975869,44281798,3445132,182347657,20574484,10240053,0
2020-04-07,701433,0,11064446,61138594,313139,161476752,8097277,10758341,0
2020-04-06,854949,0,13258166,64554071,105424,139276568,8459586,13811465,0
2020-04-05,7499064,0,17678957,50122768,961850,142118223,12951106,16193148,0
2020-04-04,5330763,0,14409733,54592164,1121187,165990960,21995381,24057399,0
2020-04-03,1816104,0,10202957,50382049,45549799,164567225,13207925,25269817,0
2020-04-02,2715866,0,7201539,56626839,105246370,173050918,23049965,22029815,0
2020-04-01,4898271,0,14204138,48958319,374530,182483588,16250117,20117287,0
2020-03-31,3665576,0,11004120,56176298,1240878,276194486,13062156,17012040,0
2020-03-30,7627806,0,10691151,48112030,0,171442559,30153670,17394517,0
2020-03-29,7908305,0,10729621,55697745,313139,142630280,13723823,19767171,0
2020-03-28,5980655,0,7578822,29950005,585579,143800586,24449978,14301194,0
2020-03-27,30539324,0,5614924,48337271,1105371,150294931,13409142,19967704,0
2020-03-26,5745510,0,8719329,36781558,1565896,131546027,20292129,18150645,0
2020-03-25,4279227,0,12773157,44775908,1879437,147508461,23819509,19322437,0
2020-03-24,16595157,0,11853157,70833697,626278,140992627,26794336,21815933,0
2020-03-23,410906,0,6172317,51429076,1044841,180817150,28854200,16782398,0
2020-03-22,59724,0,4457322,30123153,731702,121104718,21571446,14076069,0
2020-03-21,224987,0,11304008,42171571,2911431,147707389,32750052,15701253,0
2020-03-20,222142,0,8028776,32030120,2191973,165187914,22309051,23913884,0
2020-03-19,22356,0,10751756,38665019,9697643,163387134,16061239,18739116,0
2020-03-18,37368,0,9275085,36658985,13652638,136437467,19607747,18973355,0
2020-03-17,223126,0,3564609,41233013,49780990,187784358,28707062,12068959,0
2020-03-16,0,0,5291227,34048360,2053108,116612307,14744607,10500236,0
2020-03-15,333188,0,12757124,39683201,0,209751560,13936135,11643183,0
2020-03-14,179460,0,10140032,34914966,0,180982873,10425316,11995044,0
2020-03-13,186295,0,15487898,57330872,0,176611232,8520259,13859326,0
2020-03-12,277667,0,1688996,1296758,0,75374974,4930788,10467875,0
2020-03-11,859840,0,9191762,46320827,0,190022678,15405893,21280645,0
2020-03-10,353102,0,10838553,46714117,0,246578122,5382398,16439071,0
2020-03-09,671577,0,6587911,29283631,0,183519501,5019820,12778390,0
2020-03-08,262190,0,4661848,39219053,104463,168420871,8192489,11133833,0
2020-03-07,1964539,0,8872153,26157610,0,214458268,10346567,11678074,0
2020-03-06,129770,0,16489316,36630430,0,225133825,4697031,15665005,0
2020-03-05,368787,0,10094811,39914096,0,206096825,7310681,10572640,0
2020-03-04,1322858,0,13617575,33714908,129262,236159494,3644966,13995752,0
2020-03-03,1394643,0,19462389,27058654,0,230738775,4891021,12676266,0
2020-03-02,9017957,0,32876340,30606374,72392,290479334,5535464,14244767,0
2020-03-01,27706886,0,19598400,18544973,0,312083331,6776245,14385969,0
2020-02-29,2489461,0,10758737,22596731,0,357042084,3828949,12962429,0
2020-02-28,6877025,0,12596878,40814437,0,294726028,4596392,19970547,0
2020-02-27,9995567,0,8652846,32830764,0,305401582,4671340,19610625,0
2020-02-26,19664659,0,12603157,32777305,0,329091040,5080126,18923294,0
2020-02-25,16659602,0,8056650,67591676,0,310748285,4409062,19840298,0
2020-02-24,0,0,12727098,27941221,0,326167898,3827621,23608467,0
2020-02-23,0,0,27935207,25070100,0,246499543,6295158,12795129,0
2020-02-22,0,0,18401846,29277180,104463,277172834,3227741,12692681,0
2020-02-21,0,0,12253499,26841649,91592,212979866,4551955,17321453,0
2020-02-20,0,0,10761141,45331946,928515,184722176,3767392,14035867,0
2020-02-19,0,0,18324272,49670688,1226656,205767555,9007975,19691646,0
2020-02-18,0,0,22097943,41728924,1379988,213772123,6818320,16637276,0
2020-02-17,0,0,28013213,42959233,0,289754542,3547917,15981785,0
2020-02-16,0,0,36085381,40325889,0,147489816,6150340,12097402,0
2020-02-15,0,0,36657592,28601442,0,168657521,6571237,22583828,0
2020-02-14,0,0,24500069,36045381,0,131976277,2839169,14867078,0
2020-02-13,0,0,24522832,46090575,0,199640527,6305703,12216786,0
2020-02-12,0,0,22654399,39838214,0,168516159,5390625,18802213,0
2020-02-11,0,0,19033133,32266497,0,309611007,6658488,18650703,0
2020-02-10,0,0,36804448,42860308,0,252968541,6679849,20219559,0
2020-02-09,0,0,22550065,28867010,0,194407479,5744771,23482561,0
2020-02-08,0,0,17757052,38569754,0,246015538,7012854,15874477,0
2020-02-07,0,0,14991613,42924939,0,278789829,5228890,16969510,0
2020-02-06,0,0,19270526,64702632,0,235812519,12925751,18706191,0
2020-02-05,0,0,22829983,51317472,0,219862522,7582054,22531453,0
2020-02-04,0,0,36188839,24460702,0,169497381,11317474,20665428,0
2020-02-03,0,0,12587773,40365407,0,182426386,12042063,20744878,0
2020-02-02,0,0,25704519,35047733,0,228841941,11004653,23680040,0
2020-02-01,0,0,17940096,34871962,0,181131135,8910085,28294037,0
2020-01-31,0,0,23878118,44882090,42004,183484140,9739002,17949458,0
2020-01-30,0,0,13118198,33376702,0,140021060,7092002,18955209,0
2020-01-29,0,0,19896935,46058679,0,176910854,13873959,38843890,0
2020-01-28,0,0,21435694,46831070,0,240995358,10053374,30573441,0
2020-01-27,0,0,25084784,59896339,0,184816320,6500688,12274945,0
2020-01-26,0,0,7233579,42508341,0,165039457,5058991,15336649,0
2020-01-25,0,0,13651910,27574642,0,207747170,5910660,11517706,0
2020-01-24,0,0,13029679,22553480,0,214175825,8080809,15494762,0
2020-01-23,0,0,20748732,33016945,0,214160248,2464892,14930797,0
2020-01-22,0,0,15251586,46496973,0,268821014,4861777,19272531,0
2020-01-21,0,0,21737806,46791682,0,296709944,2524263,19949293,0
2020-01-20,0,0,33835340,30116186,0,323673345,1527973,16596217,0
2020-01-19,0,0,21404286,25443426,0,393482672,3353966,16835395,0
2020-01-18,0,0,14219499,23146038,0,361692230,2267623,17335986,0
2020-01-17,0,0,10104104,39486734,0,161246418,2931470,14618844,0
2020-01-16,0,0,13681264,32145011,0,155227589,1601103,12923910,0
2020-01-15,0,0,19016777,29674974,0,237100389,2803242,14723159,0
2020-01-14,0,0,35130752,26612407,0,265490232,4568640,20127915,0
2020-01-13,0,0,19017906,34847012,0,221605756,1431108,14753793,0
2020-01-12,0,0,28181658,33894040,0,278581224,3459593,14693360,0
2020-01-11,0,0,8945761,31418331,0,234752466,2717683,12541096,0
2020-01-10,0,0,19682539,29606465,0,360934874,3116043,17979425,0
2020-01-09,0,0,12091183,38355717,0,337778927,6302124,10359785,0
2020-01-08,0,0,18146788,37046350,0,218047617,5092297,24252719,0
2020-01-07,0,0,7423493,33963547,0,264882800,1033596,18081349,0
2020-01-06,0,0,11000378,25973532,0,260675744,695409,14945406,0
2020-01-05,0,0,18516082,30384171,919992,265434442,1486008,18783987,0
2020-01-04,0,0,14206639,28887158,0,438541555,1092551,21505956,0
2020-01-03,0,0,29128594,26270768,0,316548870,4486143,18420500,0
2020-01-02,0,0,17954981,17331835,0,265991153,985292,20934916,0
2020-01-01,0,0,21787502,22649942,1256365,196935257,754527,19757242,0
2019-12-31,0,0,23811468,19857369,0,320905901,792860,19274390,0
2019-12-30,0,0,24866799,27380400,0,283490750,2286884,14906486,0
2019-12-29,0,0,28717468,23449291,0,300165393,373161,25230328,0
2019-12-28,0,0,45001062,30476084,0,571802039,289347,17656463,0
2019-12-27,0,0,12280926,37211164,0,283130657,0,31955456,0
2019-12-26,0,0,22057480,30924520,0,302285823,0,30935143,0
2019-12-25,0,0,15718121,22707208,0,218621290,0,17261265,0
2019-12-24,0,0,39876721,29275601,0,203665464,195845,26587733,0
2019-12-23,0,0,33516542,47605603,0,153617920,2021533,28401473,0
2019-12-22,0,0,26381038,62950041,0,341789164,1458466,33568115,0
2019-12-21,0,0,34749442,27969496,0,246814793,757009,24984695,0
2019-12-20,0,0,42092029,20854551,0,271482477,0,29221153,0
2019-12-19,0,0,35639338,17697421,0,178445184,266859,36142482,0
2019-12-18,0,0,22259139,24332476,0,261271008,233831,28672371,0
2019-12-17,0,0,27877628,20656376,0,206597805,179064,43596396,0
2019-12-16,0,0,31529010,21202470,0,252016167,233831,41621560,0
2019-12-15,0,0,19438929,17066377,0,241096400,0,35861947,0
2019-12-14,0,0,31766504,23077231,0,239507073,0,25494797,0
2019-12-13,0,0,24648514,44008643,0,295917110,478462,24336309,0
2019-12-12,0,0,15342078,38636161,0,275090685,1220588,23676115,0
2019-12-11,0,0,21183027,36378817,0,286907225,594979,28686415,0
2019-12-10,0,0,47035742,36116337,0,423973845,253183,21540220,0
2019-12-09,0,0,36122923,36508764,91580,510098308,427547,19290656,0
2019-12-08,0,0,21279714,26132086,0,393057784,289335,31211698,0
2019-12-07,0,0,12537384,21891381,0,337025198,0,12181017,0
2019-12-06,0,0,15793890,24973818,0,490723387,533846,13163173,0
2019-12-05,0,0,21612649,23192796,0,364801125,502616,14670822,0
2019-12-04,0,0,11465278,31316307,0,309897602,2212046,20553736,0
2019-12-03,0,0,14673256,31893666,0,356240518,0,25344266,0
2019-12-02,0,0,18337794,19421728,0,386078245,0,21819817,0
2019-12-01,0,0,23398938,28526228,0,1069057521,4369338,16927339,0
2019-11-30,0,0,24498041,14487987,0,638859182,0,14327326,0
2019-11-29,0,0,16985376,7799001,0,764597820,0,16235391,0
2019-11-28,0,0,32366518,16399948,0,641235458,0,12103459,0
2019-11-27,0,0,8404999,18188723,0,378016576,0,13902918,0
2019-11-26,0,0,8427825,39143774,0,740205826,0,13797261,0
2019-11-25,0,0,6266678,17367510,0,268284817,0,15767160,0
2019-11-24,0,0,8171451,41130179,0,446794871,0,16003982,0
2019-11-23,0,0,9324293,22448935,0,652782229,0,14007283,0
2019-11-22,0,0,9583211,21566225,0,433583248,0,17379475,0
2019-11-21,0,0,11603271,22658235,0,170859461,0,25995789,0
2019-11-20,0,0,9361357,29634198,0,169535904,236779,17260937,0
2019-11-19,0,0,16183452,28416446,0,136251357,0,19309279,0
2019-11-18,0,0,10618095,13844911,0,102590381,0,14654566,0
2019-11-17,0,0,8601404,7872342,0,79245149,0,23244434,0
2019-11-16,0,0,16185398,16842940,0,123010535,0,13940286,0
2019-11-15,0,0,7662214,5882178,0,89661063,0,11200795,0
2019-11-14,0,0,17291357,6470664,0,95473273,592775,14241717,0
2019-11-13,0,0,14860831,15266970,0,134889663,585770,10977020,0
2019-11-12,0,0,13109417,17114097,0,141152624,0,10780336,0
2019-11-11,0,0,13354289,14364225,0,121333650,0,9262907,0
2019-11-10,0,0,12837118,16266272,0,108552904,0,3757809,0
2019-11-09,0,0,9050679,22345328,0,336381560,0,4849779,0
2019-11-08,0,0,8129060,27520095,0,107680543,0,8529191,0
2019-11-07,0,0,16871899,4365700,0,72193238,282195,9941819,0
2019-11-06,0,0,17085128,15092518,0,88008881,0,11541458,0
2019-11-05,0,0,14730608,12890466,0,144825043,0,8752847,0
2019-11-04,0,0,22436328,26765262,0,112139043,48865,5571636,0
2019-11-03,0,0,15358575,26900712,0,122112541,0,5597200,0
2019-11-02,0,0,7380884,12575740,0,165019365,0,9499590,0
2019-11-01,0,0,7684920,12175642,0,149254271,158819,6337543,0
2019-10-31,0,0,13615598,22321336,0,182074290,0,13162359,0
2019-10-30,0,0,11015314,26205093,0,159942182,0,6462369,0
2019-10-29,0,0,9941934,17420029,0,139451914,0,2788275,0
2019-10-28,0,0,5769480,19121144,0,192524065,0,3299488,0
2019-10-27,0,0,15966782,24784410,0,199488512,0,3892259,0
2019-10-26,0,0,10215500,24289472,0,146774850,0,4860574,0
2019-10-25,0,0,5940464,14217655,0,337242096,0,7728913,0
2019-10-24,0,0,5875425,15129725,0,167807487,2349383,5673143,0
2019-10-23,0,0,8546801,15652876,0,114685705,0,4344617,0
2019-10-22,0,0,12598348,22190161,0,190393264,0,2483586,0
2019-10-21,0,0,15954217,36467517,0,244929977,0,4870484,0
2019-10-20,0,0,8427942,17727955,3268760,254326704,0,2892933,0
2019-10-19,0,0,7593061,7856273,0,396792059,45895,2946303,0
2019-10-18,0,0,12411842,30251599,0,446565852,3223315,3107224,0
2019-10-17,0,0,3926658,28654384,0,465830640,0,4336646,0
2019-10-16,0,0,5670394,15456348,0,402181346,0,4685726,0
2019-10-15,0,0,11435957,21294594,0,564564862,0,3532533,0
2019-10-14,0,0,12157277,21524899,0,307841702,0,1744728,0
2019-10-13,0,0,4532899,13248833,0,276086123,0,2985825,0
2019-10-12,0,0,2934242,37465156,0,102497680,0,3671656,0
2019-10-11,0,0,3771382,18438022,0,85826848,0,1017487,0
2019-10-10,0,0,8542786,24415962,0,108113855,0,1904333,0
2019-10-09,0,0,8168018,26995931,0,93276363,0,4200549,0
2019-10-08,0,0,14562848,17820014,0,390214513,0,2456423,0
2019-10-07,0,0,12781607,17979152,0,122494995,0,6760431,0
2019-10-06,0,0,4589897,26659747,0,85894613,0,4870969,0
2019-10-05,0,0,11432208,17265169,0,85318860,0,3408615,0
2019-10-04,0,0,10565253,16266143,0,89015925,0,5793040,0
2019-10-03,0,0,10307116,21179447,82803,84828259,0,3946295,0
2019-10-02,0,0,25438076,23064922,0,96422223,0,3585138,0
2019-10-01,0,0,3767004,22550542,0,102461567,0,2438803,0
2019-09-30,0,0,7170998,61231267,0,166602897,0,2339978,0
2019-09-29,0,0,8685479,9525016,0,307817930,0,4327670,0
2019-09-28,0,0,5385946,11065588,0,127771958,0,5391486,0
2019-09-27,0,0,6478931,49399050,0,69170004,0,6044028,0
2019-09-26,0,0,4194772,43137837,0,54661245,0,2961423,0
2019-09-25,0,0,2497201,13725687,0,86500380,0,6246826,0
2019-09-24,0,0,2166218,4495109,0,74234631,0,6649774,0
2019-09-23,0,0,2928465,7339258,0,49655936,0,9459542,0
2019-09-22,0,0,2290676,19115723,0,79263460,0,4535374,0
2019-09-21,0,0,6375394,33270732,0,87876923,0,3906855,0
2019-09-20,0,0,5468508,6421875,0,61335332,0,3171627,0
2019-09-19,0,0,5605053,15790916,0,67561502,0,2907213,0
2019-09-18,0,0,3794556,60094728,0,72519723,0,6698779,0
2019-09-17,0,0,2265021,1800949,0,65276754,0,6297003,0
2019-09-16,0,0,3107796,22984867,0,64713013,0,7159485,0
2019-09-15,0,0,6000068,28276694,0,102140424,0,5336969,0
2019-09-14,0,0,3398115,29124823,0,48333122,0,5940936,0
2019-09-13,0,0,4158297,17908306,0,62941100,0,9715064,0
2019-09-12,0,0,6647467,8063184,0,75459095,0,8539660,0
2019-09-11,0,0,2662167,10415237,0,63333697,0,7602013,0
2019-09-10,0,0,4924005,16418026,0,77341904,0,6743898,0
2019-09-09,0,0,5745351,23665774,0,68479974,0,6670989,0
2019-09-08,0,0,5895206,11674705,0,59979773,0,7621562,0
2019-09-07,0,0,8933030,11412967,0,80135672,0,5550187,0
2019-09-06,0,0,6858054,11575165,0,82041582,0,5279681,0
2019-09-05,0,0,9468810,15222163,0,72110180,0,4031309,0
2019-09-04,0,0,11042054,37663276,0,85233448,0,15909800,0
2019-09-03,0,0,7646849,12220764,0,104803125,0,4267619,0
2019-09-02,0,0,11853977,12148249,0,94455945,0,3142375,0
2019-09-01,0,0,12872461,27762364,180606,91749015,0,3190225,0
2019-08-31,0,0,11712709,17767729,0,84874496,0,3153618,0
2019-08-30,0,0,15574885,26442690,0,73569143,0,3439913,0
2019-08-29,0,0,14086944,25037739,0,80916689,0,5591306,0
2019-08-28,0,0,15334772,24520223,0,65652877,0,4130393,0
2019-08-27,0,0,13862892,22716817,0,72735050,0,6719770,0
2019-08-26,0,0,15077772,40654197,891480,79734583,0,6140531,0
2019-08-25,0,0,7473456,18897274,0,88969161,0,3727824,0
2019-08-24,0,0,11090939,9669097,0,103929423,0,4559251,0
2019-08-23,0,0,10084613,14816122,0,94204053,0,5180282,0
2019-08-22,0,0,3249381,21048925,0,95938139,0,3612448,0
2019-08-21,0,0,13460541,16238135,71732,72103815,0,6895435,0
2019-08-20,0,0,17115827,31110848,97803,69720378,0,7634947,0
2019-08-19,0,0,10069342,16329190,0,94497139,0,4927466,0
2019-08-18,0,0,21093949,18323210,0,78091444,0,6333867,0
2019-08-17,0,0,10257015,12101036,0,64283115,0,3591052,0
2019-08-16,0,0,11102973,17451264,97803,90647870,0,7626305,0
2019-08-15,0,0,18487184,28104666,0,97200292,0,5624685,0
2019-08-14,0,0,27466040,29277353,0,69579949,0,5528400,0
2019-08-13,0,0,3062200,29773645,0,88599828,0,7718662,0
2019-08-12,0,0,8373284,31973508,0,94646085,0,3934866,0
2019-08-11,0,0,5282708,19332522,0,79212880,0,6095468,0
2019-08-10,0,0,2747480,19344010,0,63247345,0,8001683,0
2019-08-09,0,0,2506997,20241206,0,64429557,0,4718000,0
2019-08-08,0,0,3923580,38108982,0,88262860,0,5751266,0
2019-08-07,0,0,2287682,24328358,0,98669105,0,6244235,0
2019-08-06,0,0,1978179,12869766,0,65083241,0,6895420,0
2019-08-05,0,0,3723625,14636671,0,64700522,0,5771682,0
2019-08-04,0,0,15035752,8610729,0,70127098,0,2749501,0
2019-08-03,0,0,2639361,15868542,0,73265683,0,3532198,0
2019-08-02,0,0,862992,12384037,0,55477168,0,1396463,0
2019-08-01,0,0,779711,21787320,0,65331137,0,3026882,0
2019-07-31,0,0,1410325,22864441,0,67321958,0,3011864,0
2019-07-30,0,0,410713,7429038,0,76271073,0,4417373,0
2019-07-29,0,0,1869871,18040607,0,89939059,0,5355220,0
2019-07-28,0,0,1260751,19573578,0,90248717,0,2623174,0
2019-07-27,0,0,1912060,11193044,0,58223673,0,2292861,0
2019-07-26,0,0,2260043,9013117,0,74563504,0,2861122,0
2019-07-25,0,0,615479,17740837,0,48701418,0,3586275,0
2019-07-24,0,0,1758721,23848484,0,72219262,0,2340524,0
2019-07-23,0,0,1329247,28643563,180606,68446958,0,3494186,0
2019-07-22,0,0,2348056,28886457,0,108267241,0,1083980,0
2019-07-21,0,0,2438055,18670191,0,78624460,0,897528,0
2019-07-20,0,0,2447620,17128511,0,116696725,0,2575091,0
2019-07-19,0,0,2616482,23948728,0,92256077,0,1562438,0
2019-07-18,0,0,1164081,35482943,0,136358753,0,2243029,0
2019-07-17,0,0,2113786,21613294,0,124488319,0,2028982,0
2019-07-16,0,0,1049891,35664382,0,46131229,0,671834,0
2019-07-15,0,0,1118841,20339161,0,69805880,0,5434326,0
2019-07-14,0,0,4694196,20017466,0,73066617,0,1515126,0
2019-07-13,0,0,2723800,23091781,0,87236311,0,2150295,0
2019-07-12,0,0,3318709,14476183,0,84849300,0,1041084,0
2019-07-11,0,0,3114878,16070446,0,73473495,0,1448688,0
2019-07-10,0,0,3948038,21066795,0,111130612,0,2267740,0
2019-07-09,0,0,3789638,27823174,0,74182047,0,2984826,0
2019-07-08,0,0,2483888,26932259,0,95911702,0,3482684,0
2019-07-07,0,0,1802781,17491373,0,97646552,0,1234000,0
2019-07-06,0,0,46760,16216310,0,89166774,0,1411458,0
2019-07-05,0,0,735943,16903723,0,66003492,0,1934587,0
2019-07-04,0,0,1148039,16075023,430918,73188253,0,3316048,0
2019-07-03,0,0,2134869,12921006,180606,114459881,0,2752572,0
2019-07-02,0,0,1194761,10757840,3120180,83989582,0,1633426,0
2019-07-01,0,0,3396190,24272559,45503,93842544,0,2498983,0
2019-06-30,0,0,1334011,11163951,263409,50931252,0,1655596,0
2019-06-29,0,0,4492214,32143142,0,151097505,0,1783843,0
2019-06-28,0,0,3746147,30756466,0,93464830,0,2534280,0
2019-06-27,0,0,1336960,21037973,97803,125869479,0,2513344,0
2019-06-26,0,0,1370938,51582591,0,107598652,0,3952341,0
2019-06-25,0,0,2613939,26346683,0,68759453,0,3330974,0
2019-06-24,0,0,635642,26757251,0,90566710,0,7108854,0
2019-06-23,0,0,1506780,23756278,745282,121278402,0,3377295,0
2019-06-22,0,0,8794659,12381010,3150180,125347353,0,1944654,0
2019-06-21,0,0,3309367,16458225,0,108437631,0,4783501,0
2019-06-20,0,0,3330438,27914894,0,78043097,0,4980300,0
2019-06-19,0,0,1215377,31269902,0,141489752,0,5938390,0
2019-06-18,0,0,4006919,21163880,0,106254839,0,6574624,0
2019-06-17,0,0,3104630,16017763,0,56114126,0,6946422,0
2019-06-16,0,0,1319011,6981397,0,72975225,0,4684261,0
2019-06-15,0,0,3384808,16019391,0,89617671,0,5140161,0
2019-06-14,0,0,3264266,21181835,0,76917452,0,4159704,0
2019-06-13,0,0,4235590,42033766,0,95012865,0,5836978,0
2019-06-12,0,0,2071303,19384806,0,149521398,0,5744659,0
2019-06-11,0,0,4032418,31392302,0,147366996,0,3452034,0
2019-06-10,0,0,4109511,29872871,0,85839483,0,5467034,0
2019-06-09,0,0,4230752,32442613,0,91809830,0,2590347,0
2019-06-08,0,0,2402464,22633147,0,62554244,0,4134431,0
2019-06-07,0,0,7166524,22079757,0,105206409,0,5022709,0
2019-06-06,0,0,1945404,23269521,0,114750494,0,4134537,0
2019-06-05,0,0,2450082,32459188,0,116708870,0,3519416,0
2019-06-04,0,0,1950409,22107688,0,123988321,0,4859509,0
2019-06-03,0,0,1355776,24540184,0,107841992,0,5025757,0
2019-06-02,0,0,541219,13508405,0,70162067,0,5481232,0
2019-06-01,0,0,3313064,14430323,0,63007328,0,5721607,0
2019-05-31,0,0,2836260,17378377,0,77571495,0,6319849,0
2019-05-30,0,0,374806,17356288,0,80541408,0,2759527,0
2019-05-29,0,0,2142595,17484298,0,109606214,0,3909430,0
2019-05-28,0,0,2901686,28426201,0,74993972,0,5210575,0
2019-05-27,0,0,2939998,17876265,0,60033960,0,7477344,0
2019-05-26,0,0,3474345,27038929,0,85257114,0,8324205,0
2019-05-25,0,0,3067957,24534682,0,76767112,0,5549335,0
2019-05-24,0,0,6477066,27003040,0,92176220,0,8787603,0
2019-05-23,0,0,6139574,19412859,0,60208168,0,2923838,0
2019-05-22,0,0,5033458,34798921,0,66616985,0,5506587,0
2019-05-21,0,0,2519388,24419465,0,59247925,0,5507055,0
2019-05-20,0,0,4547022,21721744,0,64791229,0,5415118,0
2019-05-19,0,0,6395454,13812504,0,63755884,0,5652715,0
2019-05-18,0,0,3534579,23445162,0,63761521,0,3922779,0
2019-05-17,0,0,8870353,17029363,0,64016852,0,2765930,0
2019-05-16,0,0,7926198,23173387,0,63781235,0,6068175,0
2019-05-15,0,0,3017804,32017461,0,53736279,0,3918020,0
2019-05-14,0,0,7979712,43000721,0,79107231,0,5892197,0
2019-05-13,0,0,9386656,28828770,0,60725025,0,5717777,0
2019-05-12,0,0,9259559,16055207,0,63514612,0,3663419,0
2019-05-11,0,0,8705615,25278143,0,64751242,0,1674412,0
2019-05-10,0,0,6996340,33613237,0,81041430,0,3726125,0
2019-05-09,0,0,4814808,29850723,0,94038682,0,4335288,0
2019-05-08,0,0,2126313,24906374,0,75008196,0,5440650,0
2019-05-07,0,0,4039352,26341462,0,57647284,0,4732095,0
2019-05-06,0,0,5686211,16557358,0,67034192,0,4058095,0
2019-05-05,0,0,794711,16899230,0,81283847,0,3179030,0
2019-05-04,0,0,4723490,12641776,0,84309744,0,2900400,0
2019-05-03,0,0,1063951,14195938,0,95542785,0,4791206,0
2019-05-02,0,0,5028071,32551211,0,74196370,0,5449913,0
2019-05-01,0,0,5583301,21249853,0,76453145,0,4676795,0
2019-04-30,0,0,10040735,26236385,0,106644762,0,3277446,0
2019-04-29,0,0,4643827,29375868,0,71445468,0,3912503,0
2019-04-28,0,0,5264594,11554932,0,88849931,0,2943525,0
2019-04-27,0,0,14361027,7798483,0,69827841,0,2560271,0
2019-04-26,0,0,7099706,12247310,0,66290192,0,2910975,0
2019-04-25,0,0,15297514,30680521,0,58570445,0,4742375,0
